OBJECTID,REG_NAME,REG_CODE,DIST_NAME,TA_CODE,TA_NAME,_Popcount,_Popsum,_Popmean,DIST_CODE,Squarekm,PopDensity
"38",Central,"2",Kasungu,"20106",TA Kaomba,313.000000000000000,55926.758460998535156,178.679739492008110,MW201,259.3415424000,215.6490546000
"39",Central,"2",Kasungu,"20124",TA Kapelula,224.000000000000000,47928.846221923828125,213.968063490731367,MW201,185.9937762000,257.6905915000
"40",Central,"2",Kasungu,"20116",TA Kaphaizi,16.000000000000000,1600.606185913085938,100.037886619567871,MW201,13.5649449100,117.9957748000
"41",Central,"2",Kasungu,"20107",TA Kawamba,619.000000000000000,33574.950463652610779,54.240630797500181,MW201,516.3090603000,65.0287841900
"42",Central,"2",Kasungu,"20119",TA Lukwa,313.000000000000000,25456.533281087875366,81.330777255871809,MW201,262.8560024000,96.8459271900
"43",Central,"2",Kasungu,"20127",TA Mwase,234.000000000000000,28830.893432617187500,123.208946293235840,MW201,194.8238443000,147.9844190000
"44",Central,"2",Kasungu,"20109",TA Njombwa,351.000000000000000,70040.260879516601562,199.544902790645580,MW201,288.2222272000,243.0078399000
"45",Central,"2",Kasungu,"20121",TA Santhe,419.000000000000000,61646.016323089599609,147.126530604032467,MW201,347.7216919000,177.2855066000
"46",Central,"2",Kasungu,"20103",TA Simlemba,373.000000000000000,40288.355224609375000,108.011676205387062,MW201,310.2108808000,129.8740879000
"47",Central,"2",Kasungu,"20123",TA Wimbe,1062.000000000000000,100664.939506530761719,94.788078631384892,MW201,887.9587347000,113.3666864000
"48",Central,"2",Lilongwe,"20607",STA Chitekwele,449.000000000000000,64519.553512400016189,143.696110272605836,MW206,373.3836876000,172.7969261000
"49",Central,"2",Lilongwe,"20618",STA Mbang'ombe,38.000000000000000,13580.800277709960938,357.389480992367396,MW206,29.6667177300,457.7789966000
"50",Central,"2",Lilongwe,"20601",TA Chadza,448.000000000000000,175808.864148139953613,392.430500330669531,MW206,368.7645975000,476.7509281000
"51",Central,"2",Lilongwe,"20609",TA Chimutu,474.000000000000000,137697.340755462646484,290.500718893381134,MW206,397.2686810000,346.6101088000
"52",Central,"2",Lilongwe,"20605",TA Chiseka,359.000000000000000,134499.218112945556641,374.649632626589266,MW206,298.4081053000,450.7224022000
"53",Central,"2",Lilongwe,"20610",TA Chitukula,104.000000000000000,27041.888916015625000,260.018162653996399,MW206,86.2147460100,313.6573517000
"54",Central,"2",Lilongwe,"20617",TA Kabudula,624.000000000000000,170387.171676635742188,273.056364866403442,MW206,522.0286594000,326.3942861000
"55",Central,"2",Lilongwe,"20602",TA Kalolo,724.000000000000000,204112.053580917418003,281.922725940493649,MW206,605.0209161000,337.3636318000
"56",Central,"2",Lilongwe,"20614",TA Kalumba,61.000000000000000,33594.985061645507812,550.737460026975555,MW206,50.7098908100,662.4937368000
"57",Central,"2",Lilongwe,"20612",TA Kalumbu,236.000000000000000,82356.045173645019531,348.966293108665354,MW206,194.5311211000,423.3566571000
"58",Central,"2",Lilongwe,"20608",TA Khongoni,689.000000000000000,143543.010906219482422,208.335284334135679,MW206,569.5374613000,252.0343623000
"59",Central,"2",Lilongwe,"20616",TA Malili,401.000000000000000,145542.932704925537109,362.949956870138521,MW206,332.9756547000,437.0978196000
"60",Central,"2",Lilongwe,"20603",TA Masula,946.000000000000000,97764.249303688295186,103.344872414046819,MW206,815.4016899000,119.8970403000
"61",Central,"2",Lilongwe,"20604",TA Masumbankhunda,534.000000000000000,96735.460791096091270,181.152548297932753,MW206,444.2617380000,217.7442991000
"62",Central,"2",Lilongwe,"20606",TA Mazengera,426.000000000000000,142338.687175750732422,334.128373651997038,MW206,351.5641796000,404.8725536000
"63",Central,"2",Lilongwe,"20611",TA Mtema,227.000000000000000,79710.820465087890625,351.148988832986277,MW206,187.9227869000,424.1679348000
"64",Central,"2",Lilongwe,"20615",TA Njewa,136.000000000000000,54817.037528991699219,403.066452419056588,MW206,110.0789204000,497.9794253000
"65",Central,"2",Lilongwe,"20613",TA Tsabango,85.000000000000000,51287.548522949218750,603.382923799402533,MW206,70.7420230500,724.9940884000
"66",Central,"2",Lilongwe City,"21031",Area 1,3.000000000000000,16862.496582031250000,5620.832194010416970,MW210,1.4448053970,11671.1195900000
"67",Central,"2",Lilongwe City,"21040",Area 10,6.000000000000000,5880.624160766601562,980.104026794433594,MW210,3.8650714110,1521.4787860000
"68",Central,"2",Lilongwe City,"21041",Area 11,0.635047842006665,1368.619294051235102,2155.143602608874517,MW210,0.5269019230,2597.4839570000
"69",Central,"2",Lilongwe City,"21042",Area 12,2.000000000000000,1412.605834960937500,706.302917480468750,MW210,2.5189067060,560.8011727000
"70",Central,"2",Lilongwe City,"21043",Area 13,1.194889036945575,39455.087754524283810,33019.875933736089792,MW210,0.9913625420,39798.8486100000
"71",Central,"2",Lilongwe City,"21044",Area 14,2.000000000000000,403.299049377441406,201.649524688720703,MW210,1.9479163920,207.0412523000
"72",Central,"2",Lilongwe City,"21045",Area 15,1.104472925605235,1346.400514681429058,1219.043476275003968,MW210,0.9163452490,1469.3157580000
"73",Central,"2",Lilongwe City,"21046",Area 16,0.312632655281449,6101.644464827997581,19516.977391037278721,MW210,0.2593804170,23523.9211000000
"74",Central,"2",Lilongwe City,"21047",Area 17,1.516621321058182,3512.908347426450291,2316.272558383534488,MW210,1.2582426550,2791.9164340000
"75",Central,"2",Lilongwe City,"21048",Area 18,3.000000000000000,18718.590576171875000,6239.530192057291970,MW210,2.6182561410,7149.2587300000
"76",Central,"2",Lilongwe City,"21049",Area 19,0.362921700240018,6568.014001217803525,18097.606169248210790,MW210,0.3011105310,21812.6346200000
"77",Central,"2",Lilongwe City,"21032",Area 2,2.134288625453194,6801.977208149837679,3186.999699586324368,MW210,1.7705655260,3841.6975290000
"78",Central,"2",Lilongwe City,"21050",Area 20,3.000000000000000,3815.762817382812500,1271.920939127604242,MW210,1.2292566380,3104.1221960000
"79",Central,"2",Lilongwe City,"21051",Area 21,4.000000000000000,44987.803710937500000,11246.950927734375000,MW210,4.1432756790,10858.0280800000
"80",Central,"2",Lilongwe City,"21052",Area 22,4.000000000000000,51841.156738281250000,12960.289184570312500,MW210,3.4893042070,14857.1616700000
"81",Central,"2",Lilongwe City,"21053",Area 23,7.000000000000000,69692.285156250000000,9956.040736607143117,MW210,5.2649404990,13237.0508500000
"82",Central,"2",Lilongwe City,"21054",Area 24,4.000000000000000,49295.464843750000000,12323.866210937500000,MW210,3.1834648040,15484.8468100000
"83",Central,"2",Lilongwe City,"21055",Area 25,28.000000000000000,119339.409683227539062,4262.121774400983668,MW210,23.9799839300,4976.6259230000
"84",Central,"2",Lilongwe City,"21056",Area 26,12.000000000000000,6417.834991455078125,534.819582621256473,MW210,11.0103013000,582.8936749000
"85",Central,"2",Lilongwe City,"21057",Area 27,7.000000000000000,4073.329269409179688,581.904181344168478,MW210,5.9945210390,679.5087117000
"86",Central,"2",Lilongwe City,"21058",Area 28,3.000000000000000,9834.671691894531250,3278.223897298177235,MW210,1.8237353870,5392.5979380000
"87",Central,"2",Lilongwe City,"21059",Area 29,5.000000000000000,1668.179412841796875,333.635882568359364,MW210,2.6810201400,622.2181578000
"88",Central,"2",Lilongwe City,"21033",Area 3,7.000000000000000,3662.262786865234375,523.180398123604959,MW210,6.1385073910,596.6047694000
"89",Central,"2",Lilongwe City,"21060",Area 30,4.000000000000000,4057.564849853515625,1014.391212463378906,MW210,2.9952671020,1354.6587700000
"90",Central,"2",Lilongwe City,"21061",Area 31,0.733889748870113,1349.951923893984713,1839.447854357350934,MW210,0.6089132640,2216.9855740000
"91",Central,"2",Lilongwe City,"21062",Area 32,2.000000000000000,1101.007446289062500,550.503723144531250,MW210,2.0446197580,538.4900746000
"92",Central,"2",Lilongwe City,"21063",Area 33,5.000000000000000,37948.448810577392578,7589.689762115478516,MW210,2.9005943070,13082.9908600000
"93",Central,"2",Lilongwe City,"21064",Area 34,4.000000000000000,1062.778689384460449,265.694672346115112,MW210,2.2990799010,462.2626157000
"94",Central,"2",Lilongwe City,"21065",Area 35,9.000000000000000,14454.858428955078125,1606.095380995008782,MW210,7.6933094030,1878.8869220000
"95",Central,"2",Lilongwe City,"21066",Area 36,13.000000000000000,178319.911621093750000,13716.916278545673777,MW210,9.7820701040,18229.2612600000
"96",Central,"2",Lilongwe City,"21067",Area 37,2.419092056223936,13927.928352152906882,5757.502413485497527,MW210,2.0066860710,6940.7609630000
"97",Central,"2",Lilongwe City,"21068",Area 38,11.000000000000000,42366.831298828125000,3851.530118075284008,MW210,9.2451407000,4582.6053560000
"98",Central,"2",Lilongwe City,"21069",Area 39,3.000000000000000,3571.358093261718750,1190.452697753906250,MW210,3.6090482020,989.5567732000
"99",Central,"2",Lilongwe City,"21034",Area 4,2.000000000000000,893.645233154296875,446.822616577148438,MW210,1.0756748550,830.7763530000
"100",Central,"2",Lilongwe City,"21070",Area 40,0.507681106122697,35.893941434957327,70.701747616903461,MW210,0.4212114920,85.2159593300
"101",Central,"2",Lilongwe City,"21071",Area 41,4.000000000000000,1295.244161605834961,323.811040401458740,MW210,2.3004003830,563.0516196000
"102",Central,"2",Lilongwe City,"21072",Area 42,0.363441314626347,348.821547263798152,959.774063172813612,MW210,0.3015551680,1156.7420630000
"103",Central,"2",Lilongwe City,"21073",Area 43,12.000000000000000,6426.056472778320312,535.504706064859988,MW210,11.7291611200,547.8700824000
"104",Central,"2",Lilongwe City,"21074",Area 44,46.000000000000000,63976.304512023925781,1390.789228522259236,MW210,36.3278860400,1761.0797510000
"105",Central,"2",Lilongwe City,"21075",Area 45,16.000000000000000,24720.008157968521118,1545.000509873032570,MW210,13.6410750300,1812.1744870000
"106",Central,"2",Lilongwe City,"21076",Area 46,12.000000000000000,5020.769775390625000,418.397481282552064,MW210,10.9095566900,460.2175793000
"107",Central,"2",Lilongwe City,"21077",Area 47,15.000000000000000,19425.895294189453125,1295.059686279296784,MW210,11.2308422900,1729.6917520000
"108",Central,"2",Lilongwe City,"21078",Area 48,1.118827834377429,931.158509098104560,832.262552366912587,MW210,0.9283123010,1003.0660010000
"109",Central,"2",Lilongwe City,"21079",Area 49,13.000000000000000,49143.078765869140625,3780.236828143780258,MW210,12.7091913700,3866.7352860000
"110",Central,"2",Lilongwe City,"21035",Area 5,1.508448975345394,2786.432096760649074,1847.216672425151955,MW210,1.2514315920,2226.5956150000
"111",Central,"2",Lilongwe City,"21080",Area 50,9.000000000000000,109890.040283203125000,12210.004475911458940,MW210,7.5818578120,14493.8144400000
"112",Central,"2",Lilongwe City,"21081",Area 51,3.000000000000000,8655.047485351562500,2885.015828450520985,MW210,2.3630329510,3662.6859050000
"113",Central,"2",Lilongwe City,"21082",Area 52,30.000000000000000,5848.201480865478516,194.940049362182606,MW210,24.5402567000,238.3105258000
"114",Central,"2",Lilongwe City,"21083",Area 53,18.000000000000000,31443.702301025390625,1746.872350056966070,MW210,14.6699378200,2143.4107400000
"115",Central,"2",Lilongwe City,"21084",Area 54,20.000000000000000,7217.901840209960938,360.895092010498047,MW210,17.4387535800,413.9000991000
"116",Central,"2",Lilongwe City,"21085",Area 55,67.000000000000000,24654.961540222167969,367.984500600330875,MW210,54.5412187200,452.0427323000
"117",Central,"2",Lilongwe City,"21086",Area 56,10.000000000000000,64062.113891601562500,6406.211389160156614,MW210,8.9220952070,7180.1647930000
"118",Central,"2",Lilongwe City,"21087",Area 57,9.000000000000000,98917.509826660156250,10990.834425184460997,MW210,7.7641493770,12740.2893700000
"119",Central,"2",Lilongwe City,"21088",Area 58,26.000000000000000,31578.549819946289062,1214.559608459472656,MW210,22.6874682500,1391.8939500000
"120",Central,"2",Lilongwe City,"21036",Area 6,2.000000000000000,5165.280273437500000,2582.640136718750000,MW210,1.5285727790,3379.1523310000
"121",Central,"2",Lilongwe City,"21037",Area 7,3.000000000000000,38631.271484375000000,12877.090494791666060,MW210,2.8394141510,13605.3669500000
"122",Central,"2",Lilongwe City,"21038",Area 8,3.000000000000000,37218.604003906250000,12406.201334635416060,MW210,2.3330356670,15952.8654100000
"123",Central,"2",Lilongwe City,"21039",Area 9,4.000000000000000,4544.480773925781250,1136.120193481445312,MW210,2.7641776400,1644.0624890000
"124",Central,"2",Mchinji,"20720",Mchinji Boma,11.000000000000000,26721.291839599609375,2429.208349054510109,MW207,10.0345569100,2662.9269280000
"125",Central,"2",Mchinji,"20708",STA Gumba,204.000000000000000,20927.826507568359375,102.587384841021375,MW207,169.2117160000,123.6783539000
"126",Central,"2",Mchinji,"20710",STA Kapunula,133.000000000000000,8700.321840524673462,65.415953688155440,MW207,125.1382890000,69.5256576300
"127",Central,"2",Mchinji,"20706",STA Nyoka,305.000000000000000,45506.605003848671913,149.201983619175962,MW207,251.9473216000,180.6195227000
"128",Central,"2",Mchinji,"20709",STA Pitala,29.000000000000000,4858.877494812011719,167.547499821103855,MW207,25.3846771500,191.4098597000
"129",Central,"2",Mchinji,"20712",TA Dambe,465.000000000000000,82088.443031311035156,176.534286088840929,MW207,384.3182131000,213.5949851000
"130",Central,"2",Mchinji,"20713",TA Kapondo,51.000000000000000,8474.633407592773438,166.169282501819083,MW207,43.3363454800,195.5548700000
"131",Central,"2",Mchinji,"20711",TA Kazyozyo,156.000000000000000,9454.333256796002388,60.604700364076940,MW207,133.1565396000,71.0016442300
"132",Central,"2",Mchinji,"20702",TA Mavwere,526.000000000000000,125169.375148534774780,237.964591537138347,MW207,464.0127592000,269.7541665000
"133",Central,"2",Mchinji,"20705",TA Mduwa,385.000000000000000,71308.191722869873047,185.216082397064611,MW207,322.2498996000,221.2822775000
"134",Central,"2",Mchinji,"20707",TA Mkanda,570.000000000000000,89039.249051690101624,156.209208862614219,MW207,472.9214090000,188.2749381000
"135",Central,"2",Mchinji,"20701",TA Mlonyeni,277.000000000000000,48428.148537840694189,174.830861147439322,MW207,264.0883847000,183.3785631000
"136",Central,"2",Mchinji,"20704",TA Simphasi,267.000000000000000,60181.353404998779297,225.398327359545988,MW207,222.4717402000,270.5123506000
"137",Central,"2",Mchinji,"20703",TA Zulu,296.000000000000000,87922.619302084669471,297.035876020556316,MW207,243.0499564000,361.7471098000
"138",Central,"2",Nkhotakota,"20220",Nkhotakota Boma,13.000000000000000,23951.205810546875000,1842.400446965144283,MW202,12.3851246900,1933.8687660000
"139",Central,"2",Nkhotakota,"20208",Nkhotakota Game Reserve,2146.000000000000000,2369.208543922977697,1.104011437056374,MW202,1787.0682180000,1.3257515960
"140",Central,"2",Nkhotakota,"20203",STA Kalimanjira,98.000000000000000,15425.560669422149658,157.403680300226029,MW202,81.0528941900,190.3147422000
"141",Central,"2",Nkhotakota,"20202",TA Kafuzila,673.000000000000000,27293.831784397363663,40.555470704899498,MW202,564.8772522000,48.3181641200
"142",Central,"2",Nkhotakota,"20201",TA Kanyenda,723.000000000000000,106474.905429840087891,147.268195615269832,MW202,604.2138115000,176.2205752000
"143",Central,"2",Nkhotakota,"20204",TA Malenga Chanzi,284.000000000000000,47482.995298624038696,167.193645417690277,MW202,236.2360333000,200.9981060000
"144",Central,"2",Nkhotakota,"20205",TA Mphonde,216.000000000000000,37451.314714769454440,173.385716272080799,MW202,178.9697928000,209.2605356000
"145",Central,"2",Nkhotakota,"20206",TA Mwadzama,752.000000000000000,104988.729032337665558,139.612671585555404,MW202,632.6126660000,165.9605231000
"146",Central,"2",Nkhotakota,"20207",TA Mwansambo,289.000000000000000,35294.417072296142578,122.126010630782503,MW202,240.6756554000,146.6472252000
"147",Central,"2",Ntcheu,"20920",Ntcheu Boma,11.000000000000000,19820.240539550781250,1801.840049050071002,MW209,9.3117786830,2128.5128450000
"148",Central,"2",Ntcheu,"20906",STA Mkutumula,149.000000000000000,25871.863304138183594,173.636666470726055,MW209,123.7932033000,208.9925990000
"149",Central,"2",Ntcheu,"20902",STA Tsikulamowa,401.000000000000000,29717.386731624603271,74.108196338215961,MW209,330.6295075000,89.8812297500
"150",Central,"2",Ntcheu,"20909",TA Chakhumbira,126.000000000000000,29735.458109378814697,235.995699280784237,MW209,109.5834684000,271.3498534000
"151",Central,"2",Ntcheu,"20907",TA Champiti,105.000000000000000,19917.305320739746094,189.688622102283290,MW209,86.3922444000,230.5450617000
"152",Central,"2",Ntcheu,"20910",TA Goodson Ganya,893.000000000000000,161508.788970708847046,180.860905902249556,MW209,734.6910881000,219.8322418000
"153",Central,"2",Ntcheu,"20904",TA Kwataine,237.000000000000000,52336.762914329767227,220.830223267214194,MW209,193.7116767000,270.1786686000
"154",Central,"2",Ntcheu,"20905",TA Makwangwala,460.000000000000000,93625.355907440185547,203.533382407478655,MW209,378.5524452000,247.3246629000
"155",Central,"2",Ntcheu,"20911",TA Masasa,305.000000000000000,37289.035968959331512,122.259134324456824,MW209,256.0767697000,145.6166289000
"156",Central,"2",Ntcheu,"20903",TA Mpando,499.000000000000000,72692.696117157116532,145.676745725765755,MW209,418.8856207000,173.5382942000
"157",Central,"2",Ntcheu,"20908",TA Njolomole,293.000000000000000,64412.760964393615723,219.838774622503820,MW209,248.6872326000,259.0111292000
"158",Central,"2",Ntcheu,"20901",TA Phambala,433.000000000000000,38535.060124874114990,88.995519918877861,MW209,360.5453714000,106.8799190000
"159",Central,"2",Ntchisi,"20320",Ntchisi Boma,5.000000000000000,8098.646911621093750,1619.729382324218705,MW203,4.4573666090,1816.9129040000
"160",Central,"2",Ntchisi,"20302",TA Chikho,188.000000000000000,26825.851634979248047,142.690700186059843,MW203,155.0769619000,172.9841189000
"161",Central,"2",Ntchisi,"20305",TA Chilooko,629.000000000000000,86777.146259389817715,137.960486898870926,MW203,523.1992398000,165.8587009000
"162",Central,"2",Ntchisi,"20303",TA Kalumo,345.000000000000000,81782.783271789550781,237.051545715332026,MW203,285.8054071000,286.1484815000
"163",Central,"2",Ntchisi,"20301",TA Kasakula,211.000000000000000,23727.538715466856956,112.452790120696008,MW203,174.8350072000,135.7138886000
"164",Central,"2",Ntchisi,"20307",TA Malenga,282.000000000000000,52547.059860229492188,186.337091702941450,MW203,234.2766454000,224.2949132000
"165",Central,"2",Ntchisi,"20304",TA Nthondo,290.000000000000000,29918.261933269255678,103.166420459549158,MW203,240.7752314000,124.2580549000
"166",Central,"2",Ntchisi,"20306",TA Vuso Jere,109.000000000000000,14945.707103729248047,137.116578933295841,MW203,90.9309955200,164.3631747000
"167",Central,"2",Salima,"20521",Chipoka Urban,13.000000000000000,4542.108303070068359,349.392946390005250,MW205,11.2418886800,404.0342713000
"168",Central,"2",Salima,"20511",Lake Malawi National Park,0.000000000000000,0.000000000000000,,MW205,1.6572465930,0.0000000000
"169",Central,"2",Salima,"20520",Salima Town,23.000000000000000,41944.203979492187500,1823.661042586616759,MW205,17.6596547700,2375.1429180000
"170",Central,"2",Salima,"20506",TA Kambalame,68.000000000000000,23897.533229827880859,351.434312203351169,MW205,58.3333214900,409.6720813000
"171",Central,"2",Salima,"20504",TA Kambwiri,315.000000000000000,39004.677959263324738,123.824374473851819,MW205,260.9147481000,149.4920399000
"172",Central,"2",Salima,"20502",TA Karonga,537.000000000000000,81630.283524631522596,152.011701163187183,MW205,447.2816421000,182.5030938000
"173",Central,"2",Salima,"20507",TA Khombedza,596.000000000000000,114518.456245422363281,192.145060814467058,MW205,491.6750366000,232.9149289000
"174",Central,"2",Salima,"20509",TA Kuluunda,214.000000000000000,10180.007309734821320,47.570127615583274,MW205,181.8547229000,55.9787897800
"175",Central,"2",Salima,"20501",TA Maganga,227.000000000000000,67822.103105068206787,298.775784603824718,MW205,186.8828566000,362.9123844000
"176",Central,"2",Salima,"20510",TA Msosa,32.000000000000000,8087.122554779052734,252.722579836845398,MW205,28.0253431200,288.5646223000
"177",Central,"2",Salima,"20508",TA Mwanza,207.000000000000000,40468.664499759674072,195.500794684829344,MW205,170.9469071000,236.7323584000
"178",Central,"2",Salima,"20505",TA Ndindi,248.000000000000000,47979.198639392852783,193.464510642713122,MW205,200.9480852000,238.7641493000
"179",Central,"2",Salima,"20503",TA Pemba,108.000000000000000,23609.280231475830078,218.604446587739176,MW205,93.8478936000,251.5696338000
"180",Northern,"1",Chitipa,"10120",Chitipa Boma,10.000000000000000,27932.997131347656250,2793.299713134765625,MW101,8.5041990440,3284.6123400000
"181",Northern,"1",Chitipa,"10110",Nyika Ntational Park-Chitipa,920.000000000000000,278.674602720024268,0.302907176869592,MW101,777.4567698000,0.3584438560
"182",Northern,"1",Chitipa,"10102",STA Bulambya Songwe,405.000000000000000,37720.928558349609375,93.138095205801505,MW101,345.5036769000,109.1766342000
"183",Northern,"1",Chitipa,"10104",STA Lwangwa,203.000000000000000,6786.991717815399170,33.433456738006889,MW101,171.9233930000,39.4768367400
"184",Northern,"1",Chitipa,"10107",STA Nthengatenga,357.000000000000000,13468.629081606864929,37.727252329430996,MW101,301.4638194000,44.6774312900
"185",Northern,"1",Chitipa,"10108",STA Wavikaza,160.000000000000000,7735.784396171569824,48.348652476072310,MW101,145.9666599000,52.9969268100
"186",Northern,"1",Chitipa,"10109",TA Kameme,482.000000000000000,26496.728901505470276,54.972466600633759,MW101,441.3555565000,60.0348823200
"187",Northern,"1",Chitipa,"10101",TA Mwabulambya,721.000000000000000,69638.868902921676636,96.586503332762376,MW101,628.2503437000,110.8457314000
"188",Northern,"1",Chitipa,"10103",TA Mwenemisuku,576.000000000000000,27880.315221250057220,48.403325036892461,MW101,485.2526146000,57.4552601600
"189",Northern,"1",Chitipa,"10105",TA Mwenewenya,846.000000000000000,29245.912273397669196,34.569636256971243,MW101,744.2350294000,39.2966080800
"190",Northern,"1",Chitipa,"10106",TA Nthalire,335.000000000000000,25713.782942101359367,76.757561021198086,MW101,283.8298405000,90.5957699500
"191",Northern,"1",Karonga,"10220",Karonga Town,52.000000000000000,56299.239326477050781,1082.677679355327882,MW102,44.2514081400,1272.2587070000
"192",Northern,"1",Karonga,"10206",Nyika National Park-Karonga,668.000000000000000,173.396737612423749,0.259575954509616,MW102,557.4450087000,0.3110562200
"193",Northern,"1",Karonga,"10201",TA Kilupula,395.000000000000000,79601.082049369812012,201.521726707265344,MW102,333.1624660000,238.9257199000
"194",Northern,"1",Karonga,"10203",TA Kyungu,1922.000000000000000,100353.055652692914009,52.212828123149279,MW102,1613.4409760000,62.1981573000
"195",Northern,"1",Karonga,"10202",TA Mwakaboko,300.000000000000000,25547.318704605102539,85.157729015350341,MW102,252.0242855000,101.3684798000
"196",Northern,"1",Karonga,"10205",TA Mwirang'ombe,299.000000000000000,38563.929097414016724,128.976351496367954,MW102,251.6259176000,153.2589705000
