Code,UID,District,TA,Less Than 1 Year,4-Jan,9-May,14-Oct,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total Pop,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Pediatrics,Adults,Elderly,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
MW20520,40,Salima,Salima Town,1043.268462,4216.627775,5009.714382,4744.339298,4193.331489,3943.149634,3376.948595,3133.856914,2568.668757,1662.139365,1030.100996,699.9014634,511.5054111,398.0626268,313.9934206,187.3831704,229.9242145,37262.91597,10269.61062,8937.670787,7320.098229,5702.525671,2692.240361,1211.406875,712.0560474,394.3149635,22.99242145,19207.28141,15714.86426,2340.770307,0.275598684,0.239854304,0.196444589,0.153034875,0.072249857,0.032509718,0.019108973,0.010581967,0.000617032
MW20402,41,Dowa,TA Chakhaza,4691.957928,19366.02293,25982.88667,26270.2858,20249.38538,15923.91704,11680.88101,10588.09594,9114.339925,7553.6958,6075.483983,4603.955868,3487.777842,2542.034186,2468.513478,1490.465268,2783.761363,174873.4604,50040.86753,46519.67118,27604.79805,19702.43587,13629.17978,8091.73371,5010.547664,3995.850495,278.3761363,96560.53871,60936.4137,17376.50801,0.286154728,0.266019046,0.157855846,0.112666815,0.077937383,0.046271937,0.028652419,0.022849954,0.001591872
MW30204,42,Machinga,TA Chamba,904.1421424,3889.808313,4984.582835,4552.482775,3449.538294,2485.483118,1842.779668,1692.997084,1439.728351,1075.711284,861.4768003,582.7904171,500.1830527,409.4057291,492.0130935,272.3319706,529.2317962,29964.68673,9778.53329,8002.021069,4328.262786,3132.725435,1937.188084,1082.97347,901.4188226,748.6405872,52.92317962,17780.55436,9398.176305,2785.956059,0.326335242,0.267048381,0.144445454,0.104547245,0.064649035,0.036141658,0.030082705,0.024984095,0.001766185
MW20905,43,Ntcheu,TA Champiti,508.8337146,2206.605698,2905.629705,3160.544442,2578.024436,2118.978757,1556.373965,1283.535534,1226.777175,982.8158049,637.2868441,503.8549111,431.1643805,354.490807,411.2491666,198.1563781,451.0795943,21515.40131,5621.069118,5738.568878,3675.352722,2510.312709,1620.102649,935.0192916,765.7399736,604.128013,45.10795943,11359.638,7805.76808,2349.995238,0.261257926,0.266719119,0.17082427,0.116675152,0.075299671,0.043458139,0.035590318,0.028078863,0.002096543
MW10406,44,Rumphi,STA Chapinduka,88.08669296,339.0947915,430.2995975,417.8271454,385.8664869,300.8979069,177.7324424,155.126123,125.5040493,109.1339559,84.96857994,74.05518435,64.70084527,49.11028015,38.19688456,28.06301723,57.68509097,2926.349074,857.481082,803.6936323,478.6303493,280.6301723,194.1025358,138.7560296,87.30716471,79.9795991,5.768509097,1661.174714,953.3630574,311.8113025,0.293020778,0.274640384,0.163558871,0.095897709,0.066329249,0.04741609,0.029834843,0.027330847,0.001971231
MW20805,45,Dedza,TA Chauma,796.6826956,3184.225491,4200.121192,4316.617247,3270.658048,2296.099656,1786.272836,1574.575705,1464.342879,1136.149693,1038.443325,746.5768657,623.8175824,447.194532,481.0159672,365.7725584,638.8493314,28367.41561,8181.029379,7587.275295,4082.372492,3038.918584,2174.593018,1370.394448,928.2104992,940.7369567,63.88493314,15768.30467,9295.884094,3303.226837,0.288395302,0.267464453,0.143910624,0.107127086,0.076658129,0.048308752,0.03272101,0.033162589,0.002252053
MW30207,46,Machinga,TA Chikweo,3295.690143,12732.45012,15554.95029,12638.8521,9272.443456,6880.494157,5767.717744,4657.021287,3947.756321,2694.582884,2281.711636,1455.969138,1310.372225,912.0606674,1115.896347,652.0661784,1432.049645,86602.08433,31583.09055,21911.29556,12648.2119,8604.777608,4976.29452,2766.341363,2027.957014,1940.910859,143.2049645,53494.38611,26229.28403,6878.414201,0.364692037,0.25301118,0.14604974,0.099359937,0.057461602,0.031943127,0.023416954,0.022411826,0.001653597
MW20802,47,Dedza,TA Chilikumwendo,2491.445039,10160.49345,12947.32739,12487.09598,10014.45848,7943.417131,5711.958586,5357.934424,4518.233366,3975.027542,2790.152926,1829.862387,1594.215054,1264.530053,1327.590607,918.2501698,1912.836799,87244.82939,25599.26588,22501.55446,13655.37572,9876.16779,6765.180468,3424.077441,2592.12066,2639.803289,191.2836799,48100.82034,30296.72398,8847.28507,0.293418717,0.257912757,0.15651788,0.113200609,0.07754248,0.039246766,0.02971088,0.030257418,0.002192493
MW20305,48,Ntchisi,TA Chilooko,2513.126728,10293.2194,13192.81113,12703.10476,9717.938633,8229.496266,5837.277876,5258.132459,4433.85781,3579.218052,2567.231828,1969.867347,1599.965127,1156.634555,1182.030827,703.9184046,1327.783344,86265.61455,25999.15726,22421.04339,14066.77414,9691.990269,6146.44988,3569.832474,2338.665382,1898.923414,132.7783344,48420.20065,29905.21429,7940.199605,0.301384942,0.259907073,0.163063513,0.112350562,0.071250288,0.04138187,0.027110053,0.022012518,0.00153918
MW20109,49,Kasungu,TA Chilowamatambe,1417.418022,5676.633864,7593.907553,7265.311627,5757.39049,4569.711146,3288.743975,3065.967076,2627.375056,2174.859479,1512.098204,1211.34939,966.2948005,700.354877,604.2823392,324.4188595,622.3829623,49378.49972,14687.95944,13022.70212,7858.455121,5693.342132,3686.957683,2177.644191,1304.637216,884.5635256,62.23829623,27710.66156,17238.75494,4429.083229,0.297456576,0.263732236,0.159147304,0.115300023,0.074667268,0.04410106,0.026421159,0.017913941,0.001260433
MW20104,50,Kasungu,STA Chisikwa,247.9041008,998.6658088,1393.432529,1361.710203,999.8407098,840.0541804,572.1767634,526.3556263,437.063154,386.5424131,307.8240493,274.9268227,217.356676,190.3339542,153.9120247,77.5434628,213.8319732,9199.474451,2640.002439,2361.550913,1412.230944,963.4187803,694.3664624,492.2834987,344.2459789,269.9922387,21.38319732,5001.553351,3070.016187,1127.904914,0.28697318,0.256704981,0.153512133,0.104725415,0.075478927,0.053512133,0.037420179,0.029348659,0.002324393
MW20605,51,Lilongwe,STA Chitekwele,2009.628191,8054.111431,9927.25129,9026.428304,6825.71645,5570.023802,3942.562939,3534.397834,2801.260512,2511.385294,2016.127635,1532.568976,1340.185424,919.0214302,1082.807428,709.7393223,1376.582312,63179.79858,19990.99091,15852.14475,9512.586741,6335.658346,4527.512929,2872.7544,2001.828858,1948.663403,137.6582312,35843.13567,20375.75802,6960.904893,0.316414287,0.250905275,0.15056374,0.100279812,0.071660769,0.045469509,0.031684635,0.03084314,0.002178833
MW30209,52,Machinga,TA Chiwalo,1193.731415,4824.406754,6223.484712,5364.987716,4058.68681,2853.822149,2159.849793,2016.354618,1794.926718,1248.160619,992.095953,627.172878,550.4771809,421.8263341,551.7142083,289.4644052,625.9358506,35797.09811,12241.62288,9423.674526,5013.671942,3811.281336,2240.256572,1177.650059,973.5405424,852.8066707,62.59358506,21665.29741,11065.20985,3066.590857,0.341972493,0.263252471,0.140058055,0.106469003,0.062582072,0.03289792,0.027196074,0.023823346,0.001748566
MW30106,53,Mangochi,TA Chowe,5883.70758,22263.85172,25757.685,21641.94125,17055.01205,11843.45662,9623.317706,7742.649578,7234.80129,4998.367783,4414.478039,2953.395797,2590.841002,1852.152582,2278.527884,1376.893489,2782.302523,152293.3819,53905.2443,38696.9533,21466.77433,14977.45087,9412.845822,5544.236799,4130.680466,3880.96576,278.2302523,92602.1976,45857.07102,13834.11328,0.353956578,0.25409478,0.140956712,0.098346039,0.06180732,0.036404975,0.027123178,0.025483483,0.001826936
