UID,Lvl1,Lvl2,Lvl3,Lvl4,Hospitalization,Critical Care,Crit of Hosp,CFR,CFR of Crit,CFR of Hosp,Population,Code
N/A,Sub-Saharan Africa,Gambia,,,0.027695144,0.004155533,0.150045537,0.002440945,0.587396472,0.088136219,2347696,N/A
N/A,Sub-Saharan Africa,Ghana,,,0.032364103,0.004941513,0.152685001,0.002903785,0.58763069,0.089722392,30417858,N/A
N/A,Sub-Saharan Africa,Guinea,,,0.028511941,0.004580383,0.160647876,0.002693973,0.588154467,0.094485766,12771245,N/A
N/A,Sub-Saharan Africa,Guinea-Bissau,,,0.029061959,0.00438979,0.151049363,0.00257491,0.586567966,0.088600718,1920916,N/A
N/A,Sub-Saharan Africa,Liberia,,,0.031263731,0.005067846,0.162099853,0.002981478,0.58831267,0.095365397,4937374,N/A
N/A,Sub-Saharan Africa,Mauritania,,,0.031253621,0.004937007,0.157965937,0.002901442,0.587692434,0.092835386,4525697,N/A
N/A,Sub-Saharan Africa,Niger,,,0.02712608,0.004329888,0.159620866,0.002549978,0.588924628,0.094004659,23310719,N/A
N/A,Sub-Saharan Africa,Senegal,,,0.029760486,0.004783235,0.160724351,0.00281256,0.588003768,0.094506524,16296361,N/A
N/A,Sub-Saharan Africa,Sierra Leone,,,0.029820416,0.004623859,0.155056838,0.002716821,0.587565621,0.091106067,7813207,N/A
N/A,Sub-Saharan Africa,Togo,,,0.030317613,0.004570762,0.150762589,0.002683685,0.587141757,0.088519011,8082359,N/A
