UID,Lvl1,Lvl2,Lvl3,Lvl4,Hospitalization,Critical Care,Crit of Hosp,IFR,FR of Crit,FR of Hosp,Population,Age Band,Code
149,Sub-Saharan Africa,Malawi,Blantyre,TA Kapeni,0.113589623,0.032541949,0.286486984,0.019384575,0.595679618,0.170654457,9340.968165,Elderly,MW30501
150,Sub-Saharan Africa,Malawi,Dedza,TA Kaphuka,0.116315443,0.034797579,0.299165594,0.020744991,0.596161909,0.178351132,19443.63968,Elderly,MW20803
151,Sub-Saharan Africa,Malawi,Thyolo,TA Kapichi,0.117159602,0.035398304,0.302137452,0.021099218,0.596051659,0.18008953,7881.839992,Elderly,MW30707
152,Sub-Saharan Africa,Malawi,Salima,TA Karonga,0.115551844,0.034145304,0.2954977,0.020349874,0.595978709,0.176110338,6878.278041,Elderly,MW20502
153,Sub-Saharan Africa,Malawi,Ntchisi,TA Kasakula,0.116248718,0.034712766,0.298607735,0.020690336,0.596044004,0.17798335,2183.06142,Elderly,MW20301
154,Sub-Saharan Africa,Malawi,Dedza,TA Kasumbu,0.115809288,0.034328522,0.296422877,0.020458884,0.595973324,0.176660127,8759.179271,Elderly,MW20806
155,Sub-Saharan Africa,Malawi,Mangochi,TA Katuli,0.117015246,0.035351206,0.302107695,0.021076444,0.596201547,0.180117075,5378.820921,Elderly,MW30107
156,Sub-Saharan Africa,Malawi,Rumphi,TA Katumbi,0.114388132,0.033397382,0.291965448,0.019913594,0.596262116,0.174087936,2002.950242,Elderly,MW10408
157,Sub-Saharan Africa,Malawi,Chikwawa,TA Katunga,0.116277717,0.034718016,0.298578411,0.020692035,0.596002795,0.177953568,3432.303497,Elderly,MW31005
158,Sub-Saharan Africa,Malawi,Machinga,TA Kawinga,0.118718769,0.036613995,0.308409493,0.02182979,0.596214354,0.183878167,15715.83752,Elderly,MW30203
159,Sub-Saharan Africa,Malawi,Salima,TA Khombedza,0.11622698,0.034672183,0.29831441,0.020664583,0.595998887,0.177795056,10000.73605,Elderly,MW20507
160,Sub-Saharan Africa,Malawi,Lilongwe,TA Khongoni,0.113589505,0.032742295,0.288251056,0.01951634,0.596059003,0.171814637,12471.93802,Elderly,MW20606
161,Sub-Saharan Africa,Malawi,Karonga,TA Kilupula,0.114865135,0.03374094,0.293743963,0.020117741,0.596241264,0.175142272,6932.27762,Elderly,MW10201
162,Sub-Saharan Africa,Malawi,Salima,TA Kuluunda,0.114934877,0.033662304,0.292881542,0.020060548,0.595935075,0.174538384,851.4298922,Elderly,MW20509
163,Sub-Saharan Africa,Malawi,Blantyre,TA Kuntaja,0.114793013,0.033440248,0.291309088,0.01991933,0.595669326,0.173523888,8467.076382,Elderly,MW30506
164,Sub-Saharan Africa,Malawi,Blantyre,TA Kunthembwe,0.116361647,0.034671296,0.297961548,0.020657325,0.595804798,0.17752692,4425.351765,Elderly,MW30504
165,Sub-Saharan Africa,Malawi,Zomba,TA Kuntumanji,0.116501083,0.034742756,0.298218309,0.020698025,0.595750822,0.177663803,8651.752208,Elderly,MW30301
166,Sub-Saharan Africa,Malawi,Ntcheu,TA Kwataine,0,0,0,0,0,0,0,Elderly,MW20903
167,Sub-Saharan Africa,Malawi,Karonga,TA Kyungu,0.115436306,0.034037829,0.294862419,0.020288464,0.596056345,0.175754616,10029.07519,Elderly,MW10203
168,Sub-Saharan Africa,Malawi,Chiradzulu,TA Likoswe,0.115552827,0.034070008,0.294843568,0.020297686,0.595764056,0.1756572,7752.618733,Elderly,MW30402
169,Sub-Saharan Africa,Malawi,Blantyre,TA Lundu,0.115841683,0.03421835,0.295388925,0.020382713,0.595666154,0.175953185,3633.721446,Elderly,MW30502
170,Sub-Saharan Africa,Malawi,Mzimba,TA M'Mbelwa,0.114834835,0.033628601,0.292843207,0.02004369,0.596031033,0.174543639,21056.51939,Elderly,MW10501
171,Sub-Saharan Africa,Malawi,Mulanje,TA Mabuka,0.11776435,0.035828044,0.304235056,0.021354936,0.596039678,0.181336165,19193.79856,Elderly,MW30801
172,Sub-Saharan Africa,Malawi,Mzimba,TA Mabulabo,0.114606215,0.033542897,0.29267956,0.019995781,0.596125633,0.174473788,10684.89549,Elderly,MW10507
173,Sub-Saharan Africa,Malawi,Blantyre,TA Machinjiri,0.11574774,0.034192945,0.29540918,0.0203715,0.595780785,0.175999113,2575.941527,Elderly,MW30507
174,Sub-Saharan Africa,Malawi,Salima,TA Maganga,0.116298219,0.034843527,0.299604994,0.020773847,0.5962039,0.178625666,4762.961036,Elderly,MW20501
175,Sub-Saharan Africa,Malawi,Mangochi,TA Makanjila,0.11886639,0.036689568,0.308662258,0.021872556,0.596151902,0.184009592,7352.561518,Elderly,MW30108
176,Sub-Saharan Africa,Malawi,Blantyre,TA Makata,0.116358811,0.034666092,0.297924082,0.020652722,0.595761484,0.177491693,2210.542917,Elderly,MW30505
177,Sub-Saharan Africa,Malawi,Chikwawa,TA Makhwira,0.117876855,0.035949649,0.304976316,0.021430107,0.596114496,0.181800803,7352.87764,Elderly,MW31007
178,Sub-Saharan Africa,Malawi,Zomba,TA Malemia,0.115670574,0.034191502,0.295593781,0.020374775,0.595901712,0.176144841,6797.961545,Elderly,MW30307
179,Sub-Saharan Africa,Malawi,Nsanje,TA Malemia,0.120089579,0.037673512,0.313711746,0.022462927,0.596252535,0.187051424,2264.636874,Elderly,MW31107
180,Sub-Saharan Africa,Malawi,Nkhotakota,TA Malenga Chanzi,0.115695623,0.034369463,0.297067967,0.020488245,0.596117681,0.177087467,6074.19881,Elderly,MW20203
181,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Malenga,0.120070143,0.037626403,0.313370188,0.022434018,0.596230744,0.18684094,761.6589003,Elderly,MW10303
182,Sub-Saharan Africa,Malawi,Lilongwe,TA Malili,0.114346088,0.033334262,0.291520793,0.01987306,0.596175178,0.173797461,13473.90405,Elderly,MW20614
183,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Mankhambira,0.115422513,0.034058905,0.295080261,0.020300339,0.59603615,0.175878502,2215.168033,Elderly,MW10306
184,Sub-Saharan Africa,Malawi,Ntcheu,TA Masasa,0.113892299,0.032805563,0.288040217,0.019543099,0.595725168,0.171592807,3286.307538,Elderly,MW20909
185,Sub-Saharan Africa,Malawi,Chikwawa,TA Maseya,0.114610908,0.033406271,0.291475498,0.01990679,0.595899777,0.173690184,3676.561259,Elderly,MW31004
186,Sub-Saharan Africa,Malawi,Lilongwe,TA Mazengera,0.117214271,0.03544564,0.302400379,0.021130317,0.596133028,0.180270853,15572.64523,Elderly,MW20604
187,Sub-Saharan Africa,Malawi,Mchinji,TA Mkanda,0.112114482,0.031525127,0.281186928,0.018782462,0.595793399,0.167529315,11009.78772,Elderly,MW20705
188,Sub-Saharan Africa,Malawi,Phalombe,TA Mkhumba,0.117923252,0.035852284,0.304030661,0.021363768,0.595883038,0.181166714,28601.53523,Elderly,MW30901
189,Sub-Saharan Africa,Malawi,Likoma,Mkumpha,0,0,0,0,0,0,0,Elderly,MW10601
190,Sub-Saharan Africa,Malawi,Neno,TA Mlauli,0.114362557,0.033143728,0.289812756,0.019744121,0.595712132,0.172644975,3681.98711,Elderly,MW31302
191,Sub-Saharan Africa,Malawi,Nsanje,TA Mlolo,0.120154313,0.037779277,0.314422975,0.022531512,0.596398709,0.187521456,7681.419108,Elderly,MW31104
192,Sub-Saharan Africa,Malawi,Mchinji,TA Mlonyeni,0.112745559,0.032038747,0.284168597,0.019096454,0.596042463,0.169376551,5126.047758,Elderly,MW20701
193,Sub-Saharan Africa,Malawi,Zomba,TA Mlumbe,0.116757012,0.034956394,0.29939439,0.020826708,0.595791068,0.178376503,16801.73804,Elderly,MW30306
194,Sub-Saharan Africa,Malawi,Chiradzulu,TA Mpama,0.115885433,0.034411852,0.296947172,0.02050789,0.595954273,0.176966936,7720.024106,Elderly,MW30401
195,Sub-Saharan Africa,Malawi,Ntcheu,TA Mpando,0.113745059,0.032727464,0.287726467,0.019498658,0.595788858,0.171424223,5974.452517,Elderly,MW20902
196,Sub-Saharan Africa,Malawi,Mzimba,TA Mpherembe,0.109753447,0.029724084,0.270825967,0.01770484,0.595639552,0.161314658,4679.306512,Elderly,MW10509
197,Sub-Saharan Africa,Malawi,Mangochi,TA Mponda,0.115595952,0.034026284,0.294355322,0.020268801,0.59568072,0.17534179,12549.3366,Elderly,MW30101
198,Sub-Saharan Africa,Malawi,Dowa,TA Msakambewa,0.114159293,0.033135163,0.29025375,0.019748286,0.59599183,0.172988863,10198.07364,Elderly,MW20406
199,Sub-Saharan Africa,Malawi,Mzimba,TA Mtwalo,0.114059,0.033024402,0.289537887,0.019682079,0.595985924,0.172560505,22828.04804,Elderly,MW10502
200,Sub-Saharan Africa,Malawi,Chitipa,TA Mwabulambya,0.11375369,0.03288712,0.289108163,0.019606006,0.596160628,0.172354904,11100.233,Elderly,MW10101
201,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mwadzama,0.115117319,0.033839266,0.293954605,0.020167497,0.595979148,0.175190815,9254.98442,Elderly,MW20205
202,Sub-Saharan Africa,Malawi,Zomba,TA Mwambo,0.117390213,0.035386535,0.301443654,0.021081917,0.595760992,0.179588371,13728.29177,Elderly,MW30302
203,Sub-Saharan Africa,Malawi,Rumphi,TA Mwamlowe,0.11560544,0.03422418,0.296042989,0.020402068,0.596130207,0.176480168,953.1385011,Elderly,MW10402
204,Sub-Saharan Africa,Malawi,Kasungu,TA Mwase,0.1106128,0.030364463,0.274511299,0.018085418,0.595611313,0.163502036,2410.510478,Elderly,MW20114
205,Sub-Saharan Africa,Malawi,Chitipa,TA Mwenemisuku,0.115076805,0.033960541,0.29511196,0.020251801,0.596333278,0.175985082,3979.416383,Elderly,MW10102
206,Sub-Saharan Africa,Malawi,Chitipa,TA Mwenewenya,0.115532724,0.034374782,0.297532859,0.020501478,0.596410432,0.177451701,2869.238023,Elderly,MW10103
207,Sub-Saharan Africa,Malawi,Mzimba,TA Mzikubola,0.113480186,0.032624342,0.287489321,0.019444858,0.596022989,0.171350245,10231.20495,Elderly,MW10506
208,Sub-Saharan Africa,Malawi,Mzimba,TA Mzukuzuku,0.114511485,0.033412441,0.291782442,0.019914921,0.596033114,0.173911998,5179.970931,Elderly,MW10510
209,Sub-Saharan Africa,Malawi,Phalombe,TA Nazombe,0.117576218,0.035646213,0.303175365,0.021243801,0.595962347,0.180681102,6038.117356,Elderly,MW30902
210,Sub-Saharan Africa,Malawi,Chiradzulu,TA Nchema,0.117569324,0.035514796,0.302075361,0.021158424,0.595763633,0.179965515,5318.847578,Elderly,MW30406
211,Sub-Saharan Africa,Malawi,Thyolo,TA Nchilamwela,0.113464342,0.032503419,0.286463728,0.019365249,0.595791147,0.170672553,6839.046989,Elderly,MW30708
212,Sub-Saharan Africa,Malawi,Nsanje,TA Ndamera,0.119349945,0.037057919,0.310497998,0.022090923,0.59611883,0.185093703,3325.844706,Elderly,MW31101
213,Sub-Saharan Africa,Malawi,Salima,TA Ndindi,0.117672019,0.035944336,0.305462044,0.021436154,0.596370862,0.182168663,4578.257218,Elderly,MW20505
214,Sub-Saharan Africa,Malawi,Chikwawa,TA Ngabu,0.117090105,0.035395013,0.302288678,0.021100213,0.596135192,0.180204919,19426.44303,Elderly,MW31001
215,Sub-Saharan Africa,Malawi,Nsanje,TA Ngabu,0.120887273,0.038412177,0.317752032,0.02291156,0.596466061,0.189528303,1734.906222,Elderly,MW31108
216,Sub-Saharan Africa,Malawi,Neno,TA Chekucheku,0.115154631,0.033763522,0.293201604,0.020117502,0.595835411,0.174699898,2481.492505,Elderly,MW31304
217,Sub-Saharan Africa,Malawi,Ntcheu,TA Njolomole,0.115578571,0.034047889,0.294586521,0.020284156,0.595753716,0.175501015,7562.360596,Elderly,MW20906
218,Sub-Saharan Africa,Malawi,Chiradzulu,TA Nkalo,0.118256991,0.036116855,0.30540989,0.021524441,0.595966666,0.182014114,6627.087825,Elderly,MW30404
219,Sub-Saharan Africa,Malawi,Thyolo,TA Nsabwe,0.120674247,0.038120956,0.315899677,0.022732536,0.596326497,0.188379348,4966.114326,Elderly,MW30701
220,Sub-Saharan Africa,Malawi,Balaka,TA Msamala,0.117904419,0.035785462,0.303512477,0.021320467,0.595785699,0.180828393,22920.18861,Elderly,MW31201
221,Sub-Saharan Africa,Malawi,Mwanza,TA Nthache,0.114117664,0.033000572,0.289180232,0.019661798,0.595801725,0.172294081,5828.570474,Elderly,MW30602
222,Sub-Saharan Africa,Malawi,Chitipa,TA Nthalire,0.114676204,0.033668905,0.293599748,0.02008106,0.596427471,0.175110955,4467.444457,Elderly,MW10104
223,Sub-Saharan Africa,Malawi,Mulanje,TA Nthiramanja,0.120540331,0.03790449,0.314454833,0.022595236,0.596109764,0.187449596,6508.568764,Elderly,MW30804
224,Sub-Saharan Africa,Malawi,Nsanje,TA Nyachikadza,0.115137518,0.033894108,0.294379352,0.020200629,0.595992356,0.175447843,283.9982487,Elderly,MW31103
225,Sub-Saharan Africa,Malawi,Machinga,TA Nyambi,0.118615465,0.036495873,0.30768225,0.021754993,0.596094599,0.183407727,5868.154404,Elderly,MW30210
226,Sub-Saharan Africa,Malawi,Salima,TA Pemba,0.119143323,0.036971168,0.310308347,0.02204556,0.596290605,0.185033952,2492.212292,Elderly,MW20503
227,Sub-Saharan Africa,Malawi,Dedza,TA Pemba,0.119143323,0.036971168,0.310308347,0.02204556,0.596290605,0.185033952,14721.52905,Elderly,MW20801
228,Sub-Saharan Africa,Malawi,Ntcheu,TA Phambala,0.116200938,0.034536337,0.297212205,0.020576328,0.595787777,0.177075399,6875.936107,Elderly,MW20901
229,Sub-Saharan Africa,Malawi,Kasungu,TA Santhe,0.111389103,0.030988915,0.278204188,0.018463466,0.595808735,0.165756485,9196.026164,Elderly,MW20111
230,Sub-Saharan Africa,Malawi,Blantyre,TA Somba,0.115610499,0.034122036,0.295146519,0.020330428,0.595815197,0.175852782,8204.112454,Elderly,MW30508
231,Sub-Saharan Africa,Malawi,Neno,TA Symon Likongwe,0.112489554,0.03174066,0.282165402,0.01890797,0.595701852,0.168086452,5756.953533,Elderly,MW31303
232,Sub-Saharan Africa,Malawi,Dedza,TA Tambala,0.119935474,0.037593359,0.313446536,0.022419589,0.596371009,0.186930427,8703.813378,Elderly,MW20804
233,Sub-Saharan Africa,Malawi,Nsanje,TA Tengani,0.119561409,0.037042743,0.309821899,0.022074804,0.595927904,0.184631515,5114.245932,Elderly,MW31105
234,Sub-Saharan Africa,Malawi,Thyolo,TA Thomas,0.116094048,0.034496217,0.297140275,0.020555643,0.595881071,0.177060265,4814.127272,Elderly,MW30711
235,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Timbiri,0.113880466,0.032855326,0.288507123,0.019580745,0.595968694,0.171941213,5249.166958,Elderly,MW10312
236,Sub-Saharan Africa,Malawi,Karonga,TA Wasambo,0.1142544,0.033244712,0.290970954,0.019818322,0.596134586,0.173457849,6831.557024,Elderly,MW10204
237,Sub-Saharan Africa,Malawi,Kasungu,TA Wimbe,0.110658618,0.030352952,0.27429361,0.018078328,0.595603615,0.163370266,8418.430662,Elderly,MW20112
238,Sub-Saharan Africa,Malawi,Rumphi,STA Zolokere and Vwaza Marsh Reserve,0.113566583,0.032663066,0.287611598,0.019467288,0.596003067,0.171417395,815.8490354,Elderly,MW10409
239,Sub-Saharan Africa,Malawi,Mchinji,TA Zulu,0.111779806,0.031299644,0.280011614,0.018649948,0.595851767,0.166845415,12707.3983,Elderly,MW20703
240,Sub-Saharan Africa,Malawi,Thyolo,Thyolo Boma,0.105206844,0.026412775,0.25105567,0.015737538,0.59583054,0.149586636,461.0771799,Elderly,MW30720
241,Sub-Saharan Africa,Malawi,Zomba,TA Mkumbira,0.115254461,0.034065897,0.295571183,0.020310049,0.596198854,0.176219201,201.2937968,Elderly,MW30303
242,Sub-Saharan Africa,Malawi,Machinga,TA Liwonde,0.117104544,0.035286859,0.301327838,0.021028686,0.595935319,0.179571901,8344,Elderly,MW30201
243,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Musisya,0.115422513,0.034058905,0.295080261,0.020300339,0.59603615,0.175878502,1720.992569,Elderly,MW10309
244,Sub-Saharan Africa,Malawi,Mangochi,TA Nankumba,0.116229167,0.034661978,0.298220994,0.02065827,0.595992241,0.177737398,12534.94474,Elderly,MW30103
