UID,Lvl1,Lvl2,Lvl3,Lvl4,Hospitalization,Critical Care,Crit of Hosp,IFR,FR of Crit,FR of Hosp,Population,Age Band,Code
67,Sub-Saharan Africa,Malawi,Thyolo,TA Kwethemule,0.025807254,0.003762883,0.145807189,0.000764396,0.203141064,0.029619427,23636.48556,Adults,MW30706
68,Sub-Saharan Africa,Malawi,Mulanje,TA Laston Njema,0.024629842,0.003469342,0.14085928,0.000717892,0.206924686,0.029147262,33483.11729,Adults,MW30802
69,Sub-Saharan Africa,Malawi,Kasungu,TA Lukwa,0.02476508,0.003570165,0.144161264,0.000728608,0.2040825,0.029420791,13904.55652,Adults,MW20106
70,Sub-Saharan Africa,Malawi,Kasungu,STA M'nyanja,0.024797326,0.003629537,0.146368059,0.000733993,0.202227705,0.029599677,18544.50683,Adults,MW20103
71,Sub-Saharan Africa,Malawi,Nsanje,TA Makoko,0.024648769,0.003577881,0.145154572,0.000726955,0.20318019,0.029492533,3579.032515,Adults,MW31109
72,Sub-Saharan Africa,Malawi,Ntcheu,TA Makwangwala,0.024821679,0.003588527,0.144572294,0.000731184,0.203756067,0.029457482,40311.92232,Adults,MW20904
73,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Malanda,0.024252456,0.003557584,0.146689647,0.000717589,0.201706839,0.029588305,8002.034662,Adults,MW10304
74,Sub-Saharan Africa,Malawi,Mchinji,TA Mavwere,0.025003629,0.00361513,0.144584211,0.000736868,0.203828964,0.02947045,46554.93723,Adults,MW20702
75,Sub-Saharan Africa,Malawi,Thyolo,STA Mbawela,0.025198191,0.003674799,0.14583583,0.000745447,0.202853726,0.029583342,19081.51202,Adults,MW30703
76,Sub-Saharan Africa,Malawi,Nsanje,TA Mbenje,0.024633093,0.003571055,0.144969808,0.000726102,0.203329776,0.029476678,22007.81036,Adults,MW31106
77,Sub-Saharan Africa,Malawi,Zomba,TA Mbiza,0.025294269,0.003655256,0.144509261,0.000745758,0.204023455,0.029483279,60785.14817,Adults,MW30305
78,Sub-Saharan Africa,Malawi,Mangochi,TA Mbwana Nyambi,0.024814595,0.003563939,0.143622704,0.000729077,0.204570454,0.029380962,34226.00963,Adults,MW30105
79,Sub-Saharan Africa,Malawi,Mchinji,TA Mduwa,0.024600747,0.003536774,0.143766942,0.000722725,0.204345712,0.029378158,39317.41145,Adults,MW20704
80,Sub-Saharan Africa,Malawi,Nkhata Bay,STA Kondowe,0.024241803,0.003553986,0.146605691,0.000717093,0.201771422,0.029580839,689.2298794,Adults,MW10311
81,Sub-Saharan Africa,Malawi,Dowa,TA Mkukula,0.024443891,0.003517028,0.143881671,0.00071808,0.204172341,0.029376657,43677.91516,Adults,MW20405
82,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Mkumbira,0.024241803,0.003553986,0.146605691,0.000717093,0.201771422,0.029580839,5430.498643,Adults,MW10308
83,Sub-Saharan Africa,Malawi,Machinga,TA Mlomba,0.024890518,0.003576145,0.143674995,0.000731537,0.204560207,0.029390187,20881.62706,Adults,MW30206
84,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mphonde,0.02439134,0.003543406,0.145273121,0.000719166,0.20295896,0.029484482,11279.3311,Adults,MW20204
85,Sub-Saharan Africa,Malawi,Thyolo,TA Mphuka,0.025159013,0.003692244,0.146756319,0.000746079,0.202066445,0.029654528,28320.04457,Adults,MW30705
86,Sub-Saharan Africa,Malawi,Dowa,TA Mponela,0.024391693,0.003481172,0.142719579,0.000714189,0.205157574,0.029280003,30263.89991,Adults,MW20407
87,Sub-Saharan Africa,Malawi,Machinga,TA Mposa,0.024746131,0.003523286,0.142377258,0.000724484,0.205627291,0.02927665,9808.198769,Adults,MW30205
88,Sub-Saharan Africa,Malawi,Salima,TA Msosa,0.024631109,0.003542378,0.143817253,0.000723766,0.20431652,0.029384241,2480.94734,Adults,MW20510
89,Sub-Saharan Africa,Malawi,Lilongwe,TA Mtema,0.025016531,0.003639264,0.145474356,0.000739053,0.203077603,0.029542583,26766.4629,Adults,MW20609
90,Sub-Saharan Africa,Malawi,Rumphi,TA Mwahenga,0.024718065,0.003543534,0.143358057,0.000725557,0.204755273,0.029353318,5527.906366,Adults,MW10403
91,Sub-Saharan Africa,Malawi,Karonga,TA Mwakaboko,0.024403956,0.003498785,0.143369569,0.000715839,0.20459643,0.029332902,8291.236362,Adults,MW10202
92,Sub-Saharan Africa,Malawi,Rumphi,TA Mwalweni,0.024477534,0.003592372,0.14676199,0.000724771,0.201752753,0.029609635,7305.705329,Adults,MW10404
93,Sub-Saharan Africa,Malawi,Rumphi,TA Mwankhunikira,0.024536005,0.003550975,0.144725067,0.000722598,0.203492707,0.029450496,10746.75901,Adults,MW10407
94,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mwansambo,0.024343077,0.003482987,0.143079166,0.000713385,0.204819794,0.029305445,12040.70066,Adults,MW20206
95,Sub-Saharan Africa,Malawi,Salima,TA Mwanza,0.024101628,0.003466041,0.143809437,0.000707312,0.204069127,0.029347066,14430.06783,Adults,MW20508
96,Sub-Saharan Africa,Malawi,Karonga,TA Mwirang'ombe,0.024671583,0.003564152,0.144463862,0.000726301,0.203779368,0.029438754,14104.49464,Adults,MW10205
97,Sub-Saharan Africa,Malawi,Mangochi,TA Namabvi,0.02473,0.003574962,0.144559726,0.000728307,0.203724482,0.029450355,11301.2072,Adults,MW30109
98,Sub-Saharan Africa,Malawi,Machinga,TA Ngokwe,0.023989385,0.00340631,0.141992388,0.000700336,0.205599687,0.029193591,11275.88394,Adults,MW30208
99,Sub-Saharan Africa,Malawi,Lilongwe,TA Njewa,0.024344175,0.003506425,0.144035472,0.000715283,0.203992168,0.029382108,19572.73831,Adults,MW20613
100,Sub-Saharan Africa,Malawi,Kasungu,TA Njombwa,0.024822158,0.003573532,0.143965394,0.000729993,0.204277631,0.02940891,23589.7904,Adults,MW20108
101,Sub-Saharan Africa,Malawi,Ntchisi,TA Nthondo,0.024532113,0.003514303,0.143253194,0.000719585,0.204758812,0.029332354,9786.866245,Adults,MW20303
102,Sub-Saharan Africa,Malawi,Nkhata Bay,STA Nyaluwanga,0.024350595,0.003504529,0.143919644,0.000715257,0.204094972,0.029373276,3853.88617,Adults,MW10310
103,Sub-Saharan Africa,Malawi,Kasungu,TA Simlemba,0.024986436,0.003616158,0.144724849,0.000736615,0.203700923,0.029480585,12976.6909,Adults,MW20102
104,Sub-Saharan Africa,Malawi,Machinga,TA Sitola,0.02479729,0.003560054,0.14356625,0.000728428,0.204611376,0.029375288,16281.7518,Adults,MW30202
105,Sub-Saharan Africa,Malawi,Thyolo,STA Thukuta,0.025695984,0.003751327,0.145988845,0.000761297,0.202940847,0.0296271,7033.58343,Adults,MW30702
106,Sub-Saharan Africa,Malawi,Lilongwe,TA Tsabango,0.024618676,0.003483696,0.141506239,0.000718824,0.206339455,0.02919832,29776.72788,Adults,MW20611
107,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Zilakoma,0.023808935,0.003445811,0.144727657,0.000699976,0.203138101,0.029399701,4228.228141,Adults,MW10305
108,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Boghoyo,0.024241803,0.003553986,0.146605691,0.000717093,0.201771422,0.029580839,371.8276265,Adults,MW10313
109,Sub-Saharan Africa,Malawi,Thyolo,TA Bvumbwe,0.025195425,0.003647054,0.144750647,0.000743171,0.20377287,0.029496255,46089.38663,Adults,MW30710
110,Sub-Saharan Africa,Malawi,Lilongwe,TA Chadza,0.024838452,0.00363824,0.146476115,0.000735493,0.202156281,0.029611067,60827.64808,Adults,MW20601
111,Sub-Saharan Africa,Malawi,Ntcheu,TA Chakhumbira,0.024608584,0.003554062,0.144423667,0.000724262,0.203784351,0.029431283,11776.68507,Adults,MW20907
112,Sub-Saharan Africa,Malawi,Thyolo,TA Changata,0.025468173,0.003772874,0.148140728,0.000758574,0.201059977,0.029785171,17622.86415,Adults,MW30704
113,Sub-Saharan Africa,Malawi,Chikwawa,TA Chapananga,0.024715837,0.003568184,0.144368344,0.000727488,0.203881806,0.029434079,44962.73605,Adults,MW31003
114,Sub-Saharan Africa,Malawi,Blantyre,TA Chigaru,0.025022656,0.003659979,0.146266598,0.000740832,0.20241417,0.029606432,18288.61907,Adults,MW30503
115,Sub-Saharan Africa,Malawi,Ntchisi,TA Chikho,0.02419508,0.0035477,0.146628981,0.000715677,0.201729832,0.02957944,13921.16267,Adults,MW20302
116,Sub-Saharan Africa,Malawi,Zomba,TA Chikowi,0.025033712,0.003624782,0.144796044,0.000738229,0.203661532,0.029489384,26658.24146,Adults,MW30304
117,Sub-Saharan Africa,Malawi,Rumphi,TA Chikulamayembe,0.025064455,0.00364753,0.14552602,0.000740651,0.20305546,0.029549853,29809.72347,Adults,MW10401
118,Sub-Saharan Africa,Malawi,Mulanje,TA Chikumbu,0.024874558,0.003544635,0.142500409,0.000728702,0.205578793,0.029295062,32317.00355,Adults,MW30803
119,Sub-Saharan Africa,Malawi,Thyolo,TA Chimaliro,0.025382069,0.003676873,0.144861062,0.000749204,0.203761154,0.029517057,59806.42956,Adults,MW30709
120,Sub-Saharan Africa,Malawi,Nsanje,TA Chimombo,0.024637401,0.003686633,0.149635632,0.000735442,0.199488832,0.029850637,4117.844833,Adults,MW31102
121,Sub-Saharan Africa,Malawi,Lilongwe,TA Chimutu,0.0250165,0.003642192,0.145591604,0.000739287,0.202978542,0.029551971,51692.75441,Adults,MW20607
122,Sub-Saharan Africa,Malawi,Mangochi,TA Chimwala,0.024554449,0.003535986,0.144005922,0.000721757,0.204117693,0.029394156,47911.77704,Adults,MW30102
123,Sub-Saharan Africa,Malawi,Mzimba,TA Chindi,0.024389623,0.003628057,0.148754122,0.000725912,0.200082815,0.029763144,60064.63471,Adults,MW10505
124,Sub-Saharan Africa,Malawi,Lilongwe,TA Chiseka,0.024711554,0.003561131,0.144107935,0.000726839,0.204103515,0.029412936,116832.8652,Adults,MW20603
125,Sub-Saharan Africa,Malawi,Chiradzulu,TA Chitera,0.025565777,0.003739672,0.146276471,0.000757821,0.202643751,0.029642013,7757.059653,Adults,MW30405
126,Sub-Saharan Africa,Malawi,Lilongwe,TA Chitukula,0.025060391,0.003649495,0.145628007,0.000740729,0.202967521,0.029557756,13871.32508,Adults,MW20608
127,Sub-Saharan Africa,Malawi,Phalombe,TA Chiwalo,0.024855841,0.003532614,0.142124109,0.000727373,0.20590233,0.029263685,15328.32119,Adults,MW30903
128,Sub-Saharan Africa,Malawi,Dowa,TA Chiwere,0.024696799,0.003615894,0.146411454,0.000730937,0.202145561,0.029596426,42471.2586,Adults,MW20404
129,Sub-Saharan Africa,Malawi,Kasungu,TA Chulu,0.024708891,0.003577597,0.144789864,0.000728106,0.203518187,0.029467371,29914.15085,Adults,MW20110
130,Sub-Saharan Africa,Malawi,Neno,TA Dambe,0.024438421,0.003526286,0.144292725,0.000718714,0.20381625,0.029409202,11188.58552,Adults,MW31301
131,Sub-Saharan Africa,Malawi,Dowa,TA Dzoole,0.024836728,0.003608187,0.145276247,0.000733053,0.203163696,0.029514859,41202.17081,Adults,MW20401
132,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Fukamapiri,0.024283882,0.003550389,0.14620351,0.000717627,0.202126193,0.029551559,7395.24019,Adults,MW10302
133,Sub-Saharan Africa,Malawi,Mangochi,TA Jalasi,0.024788796,0.003598181,0.14515351,0.000731315,0.203245787,0.029501839,30350.87943,Adults,MW30104
134,Sub-Saharan Africa,Malawi,Lilongwe,TA Kabudula,0.024850644,0.003640943,0.146513006,0.000735948,0.202131069,0.029614831,59814.78658,Adults,MW20615
135,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Kabunduli,0.02481862,0.003669745,0.147862585,0.000737629,0.201002745,0.029720785,17801.51233,Adults,MW10301
136,Sub-Saharan Africa,Malawi,Dedza,TA Kachindamoto,0.024677421,0.003549249,0.143825785,0.000725221,0.204330859,0.029388046,45725.73345,Adults,MW20807
137,Sub-Saharan Africa,Malawi,Chiradzulu,TA Kadewere,0.025271877,0.00367439,0.145394421,0.000746853,0.203259053,0.029552732,35340.06894,Adults,MW30403
138,Sub-Saharan Africa,Malawi,Balaka,TA Kalembo,0.024942918,0.003615991,0.144970631,0.000735751,0.203471611,0.029497408,55106.70803,Adults,MW31204
139,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalolo,0.024703955,0.003591254,0.145371608,0.000729103,0.203021961,0.029513629,72373.46244,Adults,MW20602
140,Sub-Saharan Africa,Malawi,Kasungu,TA Kaluluma,0.024636184,0.003610705,0.146561055,0.000729338,0.201993116,0.029604324,23872.91661,Adults,MW20101
141,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalumba,0.024379664,0.003457525,0.141820046,0.00071206,0.205945029,0.029207133,14033.82888,Adults,MW20612
142,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalumbu,0.024821119,0.003635023,0.146448803,0.000734897,0.202171179,0.029607727,28703.26747,Adults,MW20610
143,Sub-Saharan Africa,Malawi,Ntchisi,TA Kalumo,0.024780724,0.003551125,0.143301924,0.000727389,0.20483336,0.029353014,46937.61938,Adults,MW20304
144,Sub-Saharan Africa,Malawi,Chitipa,TA Kameme,0.024504979,0.003581868,0.14616897,0.000724466,0.202259192,0.029564018,8846.507871,Adults,MW10105
145,Sub-Saharan Africa,Malawi,Mwanza,TA Kanduku,0.024241524,0.003469341,0.14311564,0.000710309,0.204738731,0.029301314,21609.64458,Adults,MW30601
146,Sub-Saharan Africa,Malawi,Nkhotakota,TA Kanyenda,0.024376877,0.003468891,0.142302525,0.000712916,0.205516952,0.029245581,40415.46318,Adults,MW20201
147,Sub-Saharan Africa,Malawi,Kasungu,TA Kaomba,0.024836966,0.003555775,0.143164622,0.00072886,0.204979154,0.029345763,20876.37645,Adults,MW20105
148,Sub-Saharan Africa,Malawi,Kasungu,TA Kapelula,0.0244366,0.003507136,0.143519797,0.000717145,0.204481729,0.029347176,26090.13279,Adults,MW20113
149,Sub-Saharan Africa,Malawi,Blantyre,TA Kapeni,0.024695714,0.003505,0.141927448,0.000722035,0.206001348,0.029237246,41531.5219,Adults,MW30501
150,Sub-Saharan Africa,Malawi,Dedza,TA Kaphuka,0.024803058,0.003645741,0.146987552,0.000735403,0.201715527,0.029649671,66371.25749,Adults,MW20803
151,Sub-Saharan Africa,Malawi,Thyolo,TA Kapichi,0.025547095,0.00377924,0.147932291,0.000760625,0.201264029,0.029773449,22983.68608,Adults,MW30707
152,Sub-Saharan Africa,Malawi,Salima,TA Karonga,0.02449165,0.003502474,0.143006862,0.000717847,0.204954266,0.029309866,26727.48606,Adults,MW20502
153,Sub-Saharan Africa,Malawi,Ntchisi,TA Kasakula,0.024537442,0.003539058,0.144230932,0.000721671,0.203916175,0.02941102,7473.408466,Adults,MW20301
154,Sub-Saharan Africa,Malawi,Dedza,TA Kasumbu,0.024098946,0.003465275,0.143793612,0.000707198,0.204081456,0.02934561,34281.28668,Adults,MW20806
155,Sub-Saharan Africa,Malawi,Mangochi,TA Katuli,0.025032294,0.003664024,0.146371905,0.000741344,0.202330469,0.029615496,17334.82347,Adults,MW30107
156,Sub-Saharan Africa,Malawi,Rumphi,TA Katumbi,0.024963702,0.003679337,0.147387474,0.00074123,0.201457631,0.029692331,6571.66319,Adults,MW10408
157,Sub-Saharan Africa,Malawi,Chikwawa,TA Katunga,0.024666869,0.003497106,0.141773412,0.000720839,0.206124468,0.029222969,14846.50673,Adults,MW31005
158,Sub-Saharan Africa,Malawi,Machinga,TA Kawinga,0.024452582,0.003520811,0.143985233,0.000718553,0.204087229,0.029385547,53710.98243,Adults,MW30203
159,Sub-Saharan Africa,Malawi,Salima,TA Khombedza,0.024731632,0.003557475,0.143843109,0.000726939,0.2043412,0.029393073,38850.11816,Adults,MW20507
160,Sub-Saharan Africa,Malawi,Lilongwe,TA Khongoni,0.024728372,0.003615914,0.146225321,0.000731555,0.202315421,0.029583637,48047.56361,Adults,MW20606
161,Sub-Saharan Africa,Malawi,Karonga,TA Kilupula,0.024395268,0.003551235,0.145570661,0.00071987,0.202709673,0.029508581,25138.60708,Adults,MW10201
162,Sub-Saharan Africa,Malawi,Salima,TA Kuluunda,0.024983338,0.003596086,0.143939358,0.000734947,0.204374088,0.029417475,3642.784362,Adults,MW20509
163,Sub-Saharan Africa,Malawi,Blantyre,TA Kuntaja,0.025008844,0.00363666,0.145414964,0.000738694,0.203124373,0.029537324,31557.45521,Adults,MW30506
164,Sub-Saharan Africa,Malawi,Blantyre,TA Kunthembwe,0.024584662,0.003621514,0.147307879,0.000729197,0.201351407,0.029660649,15748.89447,Adults,MW30504
165,Sub-Saharan Africa,Malawi,Zomba,TA Kuntumanji,0.024386418,0.003474208,0.14246487,0.000713528,0.205378634,0.02925924,31102.45204,Adults,MW30301
166,Sub-Saharan Africa,Malawi,Ntcheu,TA Kwataine,0,0,0,0,0,0,0,Adults,MW20903
167,Sub-Saharan Africa,Malawi,Karonga,TA Kyungu,0.024814531,0.003619005,0.145842167,0.000733485,0.202675991,0.029558706,32527.51159,Adults,MW10203
168,Sub-Saharan Africa,Malawi,Chiradzulu,TA Likoswe,0.024632382,0.00350936,0.14246935,0.000721147,0.205492468,0.029276378,27915.96513,Adults,MW30402
169,Sub-Saharan Africa,Malawi,Blantyre,TA Lundu,0.02493971,0.003622544,0.14525206,0.000736214,0.203231093,0.029519735,12246.82206,Adults,MW30502
170,Sub-Saharan Africa,Malawi,Mzimba,TA M'Mbelwa,0.024518317,0.003646469,0.148724272,0.0007299,0.200166196,0.029769572,54842.2449,Adults,MW10501
171,Sub-Saharan Africa,Malawi,Mulanje,TA Mabuka,0.02533126,0.003622202,0.142993365,0.000743833,0.205353879,0.029364242,67391.12036,Adults,MW30801
172,Sub-Saharan Africa,Malawi,Mzimba,TA Mabulabo,0.024920838,0.003654335,0.146637712,0.000738391,0.202058951,0.029629462,30718.52087,Adults,MW10507
173,Sub-Saharan Africa,Malawi,Blantyre,TA Machinjiri,0.025244705,0.003631965,0.143870363,0.000742925,0.204551726,0.029428931,9848.930931,Adults,MW30507
174,Sub-Saharan Africa,Malawi,Salima,TA Maganga,0.024533601,0.003505452,0.142883705,0.000718905,0.205081917,0.029302864,20697.73389,Adults,MW20501
175,Sub-Saharan Africa,Malawi,Mangochi,TA Makanjila,0.02460403,0.003557514,0.144590721,0.00072445,0.203639305,0.029444354,26084.81369,Adults,MW30108
176,Sub-Saharan Africa,Malawi,Blantyre,TA Makata,0.025298522,0.003733102,0.14756206,0.000752075,0.201461258,0.029728038,6366.324441,Adults,MW30505
177,Sub-Saharan Africa,Malawi,Chikwawa,TA Makhwira,0.024865312,0.003609333,0.145155327,0.000733703,0.20327929,0.029507072,24460.99474,Adults,MW31007
178,Sub-Saharan Africa,Malawi,Zomba,TA Malemia,0.024619844,0.003490414,0.141772381,0.000719385,0.206103003,0.029219713,26705.63317,Adults,MW30307
179,Sub-Saharan Africa,Malawi,Nsanje,TA Malemia,0.024603539,0.003678057,0.149492996,0.000734094,0.199587445,0.029836925,6210.934794,Adults,MW31107
180,Sub-Saharan Africa,Malawi,Nkhotakota,TA Malenga Chanzi,0.024411369,0.003563501,0.14597712,0.000721167,0.202375829,0.029542241,21774.44505,Adults,MW20203
181,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Malenga,0.023460109,0.003483921,0.148504058,0.000696215,0.199836613,0.029676548,2095.458749,Adults,MW10303
182,Sub-Saharan Africa,Malawi,Lilongwe,TA Malili,0.02466998,0.003577147,0.145000006,0.00072731,0.203321263,0.029481584,53777.35712,Adults,MW20614
183,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Mankhambira,0.024241803,0.003553986,0.146605691,0.000717093,0.201771422,0.029580839,7093.4497,Adults,MW10306
184,Sub-Saharan Africa,Malawi,Ntcheu,TA Masasa,0.024342137,0.003501138,0.143830347,0.00071482,0.204167898,0.029365539,12518.9676,Adults,MW20909
185,Sub-Saharan Africa,Malawi,Chikwawa,TA Maseya,0.024988575,0.003571495,0.142925108,0.00073308,0.205258486,0.029336591,14841.15465,Adults,MW31004
186,Sub-Saharan Africa,Malawi,Lilongwe,TA Mazengera,0.024786306,0.003628113,0.146375713,0.000733664,0.2022163,0.029599555,48615.54387,Adults,MW20604
187,Sub-Saharan Africa,Malawi,Mchinji,TA Mkanda,0.024598937,0.003549478,0.144293976,0.000723707,0.203891005,0.029420244,45621.22665,Adults,MW20705
188,Sub-Saharan Africa,Malawi,Phalombe,TA Mkhumba,0.025056705,0.00357746,0.142774563,0.000734888,0.205421701,0.029328994,102334.5059,Adults,MW30901
189,Sub-Saharan Africa,Malawi,Likoma,Mkumpha,0,0,0,0,0,0,0,Adults,MW10601
190,Sub-Saharan Africa,Malawi,Neno,TA Mlauli,0.024399788,0.003498103,0.143366144,0.000715703,0.204597404,0.029332341,13747.92563,Adults,MW31302
191,Sub-Saharan Africa,Malawi,Nsanje,TA Mlolo,0.024649361,0.00357078,0.144862988,0.000726397,0.203428232,0.029469222,25011.16446,Adults,MW31104
192,Sub-Saharan Africa,Malawi,Mchinji,TA Mlonyeni,0.024330711,0.003531039,0.145126819,0.000716991,0.203053983,0.029468579,21323.18144,Adults,MW20701
193,Sub-Saharan Africa,Malawi,Zomba,TA Mlumbe,0.025072053,0.003618632,0.144329321,0.000738485,0.204078486,0.029454509,53701.31653,Adults,MW30306
194,Sub-Saharan Africa,Malawi,Chiradzulu,TA Mpama,0.025016792,0.003621396,0.144758624,0.000737627,0.203685828,0.02948528,26310.75687,Adults,MW30401
195,Sub-Saharan Africa,Malawi,Ntcheu,TA Mpando,0.023850891,0.00340458,0.142744368,0.000697493,0.204868994,0.029243895,26955.61638,Adults,MW20902
196,Sub-Saharan Africa,Malawi,Mzimba,TA Mpherembe,0.024607653,0.003542294,0.143950925,0.000723302,0.204190144,0.02939336,17888.06956,Adults,MW10509
197,Sub-Saharan Africa,Malawi,Mangochi,TA Mponda,0.024324073,0.003463332,0.142382883,0.000711439,0.205420531,0.029248367,47947.33223,Adults,MW30101
198,Sub-Saharan Africa,Malawi,Dowa,TA Msakambewa,0.024587143,0.003583914,0.14576373,0.000726234,0.202637184,0.029537152,36049.52936,Adults,MW20406
199,Sub-Saharan Africa,Malawi,Mzimba,TA Mtwalo,0.024773432,0.003612711,0.145830053,0.000732179,0.202667389,0.029554996,74009.49079,Adults,MW10502
200,Sub-Saharan Africa,Malawi,Chitipa,TA Mwabulambya,0.024493223,0.003608106,0.147310371,0.000726337,0.201307114,0.029654626,38841.84744,Adults,MW10101
201,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mwadzama,0.024586054,0.003559678,0.144784454,0.000724272,0.20346557,0.029458651,35262.22946,Adults,MW20205
202,Sub-Saharan Africa,Malawi,Zomba,TA Mwambo,0.024759045,0.003506439,0.141622567,0.000723387,0.206302384,0.029217073,52248.7509,Adults,MW30302
203,Sub-Saharan Africa,Malawi,Rumphi,TA Mwamlowe,0.024747122,0.003623729,0.146430336,0.000732547,0.202152864,0.029601312,2732.33037,Adults,MW10402
204,Sub-Saharan Africa,Malawi,Kasungu,TA Mwase,0.02462704,0.003524422,0.14311187,0.000722249,0.204926918,0.029327474,9595.359492,Adults,MW20114
205,Sub-Saharan Africa,Malawi,Chitipa,TA Mwenemisuku,0.024229706,0.003601913,0.148656898,0.000720695,0.200086701,0.029744268,12448.62859,Adults,MW10102
206,Sub-Saharan Africa,Malawi,Chitipa,TA Mwenewenya,0.024984342,0.003752463,0.1501926,0.00074749,0.199199822,0.029918339,9529.248777,Adults,MW10103
207,Sub-Saharan Africa,Malawi,Mzimba,TA Mzikubola,0.024455551,0.003533172,0.144473215,0.0007196,0.203669804,0.029424831,34931.95388,Adults,MW10506
208,Sub-Saharan Africa,Malawi,Mzimba,TA Mzukuzuku,0.024606153,0.003595168,0.146108497,0.000727507,0.202356818,0.02956605,16047.50834,Adults,MW10510
209,Sub-Saharan Africa,Malawi,Phalombe,TA Nazombe,0.024656873,0.003488192,0.141469351,0.00071993,0.206390602,0.029197945,21226.26932,Adults,MW30902
210,Sub-Saharan Africa,Malawi,Chiradzulu,TA Nchema,0.025139595,0.003639251,0.144761726,0.000741455,0.203738453,0.02949353,15881.26767,Adults,MW30406
211,Sub-Saharan Africa,Malawi,Thyolo,TA Nchilamwela,0.025482808,0.003717575,0.145885608,0.000754431,0.20293634,0.029605491,24195.13571,Adults,MW30708
212,Sub-Saharan Africa,Malawi,Nsanje,TA Ndamera,0.02457281,0.003628677,0.147670398,0.000729539,0.201048266,0.029688877,10406.09124,Adults,MW31101
213,Sub-Saharan Africa,Malawi,Salima,TA Ndindi,0.024993157,0.003638474,0.1455788,0.000738533,0.202978841,0.029549416,15370.47363,Adults,MW20505
214,Sub-Saharan Africa,Malawi,Chikwawa,TA Ngabu,0.024685572,0.003585277,0.145237741,0.000728266,0.203126767,0.029501673,69338.24559,Adults,MW31001
215,Sub-Saharan Africa,Malawi,Nsanje,TA Ngabu,0.024659276,0.003605764,0.146223446,0.000729393,0.202285234,0.029578844,5209.484893,Adults,MW31108
216,Sub-Saharan Africa,Malawi,Neno,TA Chekucheku,0.024409332,0.003533189,0.144747454,0.000718699,0.203413743,0.029443621,9492.746996,Adults,MW31304
217,Sub-Saharan Africa,Malawi,Ntcheu,TA Njolomole,0.024635299,0.003541785,0.143768705,0.000723801,0.204360439,0.029380636,23009.67786,Adults,MW20906
218,Sub-Saharan Africa,Malawi,Chiradzulu,TA Nkalo,0.025621349,0.0036973,0.144305456,0.000755513,0.20434181,0.029487638,19233.44126,Adults,MW30404
219,Sub-Saharan Africa,Malawi,Thyolo,TA Nsabwe,0.02566306,0.003744891,0.145925354,0.000760139,0.20298028,0.029619969,14658.4122,Adults,MW30701
220,Sub-Saharan Africa,Malawi,Balaka,TA Msamala,0.024875487,0.00360956,0.145105096,0.000733919,0.203326581,0.029503723,71019.50733,Adults,MW31201
221,Sub-Saharan Africa,Malawi,Mwanza,TA Nthache,0.024189851,0.003495701,0.144511055,0.00071141,0.203510084,0.029409457,22845.51821,Adults,MW30602
222,Sub-Saharan Africa,Malawi,Chitipa,TA Nthalire,0.024858091,0.003623208,0.14575568,0.000734673,0.202768586,0.029554673,15242.25285,Adults,MW10104
223,Sub-Saharan Africa,Malawi,Mulanje,TA Nthiramanja,0.025196029,0.003646662,0.144731625,0.000743151,0.203789396,0.02949477,18267.31768,Adults,MW30804
224,Sub-Saharan Africa,Malawi,Nsanje,TA Nyachikadza,0.024752407,0.003713148,0.150011573,0.000739812,0.199241115,0.029888473,966.7332938,Adults,MW31103
225,Sub-Saharan Africa,Malawi,Machinga,TA Nyambi,0.024736718,0.003548937,0.143468392,0.000726354,0.204668109,0.029363405,19935.27221,Adults,MW30210
226,Sub-Saharan Africa,Malawi,Salima,TA Pemba,0.024534013,0.003604594,0.146922325,0.000726853,0.20164621,0.02962633,8272.573146,Adults,MW20503
227,Sub-Saharan Africa,Malawi,Dedza,TA Pemba,0.024534013,0.003604594,0.146922325,0.000726853,0.20164621,0.02962633,48866.19259,Adults,MW20801
228,Sub-Saharan Africa,Malawi,Ntcheu,TA Phambala,0.024627223,0.003513638,0.142672926,0.000721389,0.205311086,0.029292333,23499.03402,Adults,MW20901
229,Sub-Saharan Africa,Malawi,Kasungu,TA Santhe,0.024743255,0.003575646,0.144509915,0.000728621,0.203773242,0.029447254,41141.19948,Adults,MW20111
230,Sub-Saharan Africa,Malawi,Blantyre,TA Somba,0.024725362,0.003581672,0.14485822,0.000728754,0.203467568,0.02947395,30452.19568,Adults,MW30508
231,Sub-Saharan Africa,Malawi,Neno,TA Symon Likongwe,0.024972535,0.00358213,0.143442767,0.000733618,0.204799419,0.029376995,23179.6232,Adults,MW31303
