season,id_2,id_1,name_1,name_2,code, population , coveredbc ,%Covered, notcoveredbc ,%NotCovered
-0.068784282,23,3,Chikwawa,TA Ngabu,MW31001,"205,691.60","108,176.46",0.573294478,"80,516.20",0.426705522
-0.024622073,24,4,Chiradzulu,Chiradzulu Boma,MW30420,"1,934.80","1,424.97",0.430326421,"1,886.40",0.569673579
-0.036441367,25,4,Chiradzulu,TA Chitera,MW30405,"23,022.41","16,291.68",0.672134225,"7,947.05",0.327865775
-0.06966345,26,4,Chiradzulu,TA Kadewere,MW30403,"104,595.77","72,914.25",0.711694665,"29,537.34",0.288305335
-0.079015523,27,4,Chiradzulu,TA Likoswe,MW30402,"74,443.66","57,006.59",0.757861573,"18,213.73",0.242138427
-0.05149081,28,4,Chiradzulu,TA Mpama,MW30401,"71,774.06","60,568.84",0.78884484,"16,212.85",0.21115516
-0.10708129,29,4,Chiradzulu,TA Nchema,MW30406,"45,771.23","30,668.51",0.696456167,"13,366.58",0.303543833
-0.051132999,30,4,Chiradzulu,TA Nkalo,MW30404,"55,927.28","35,230.52",0.636726216,"20,100.20",0.363273784
-0.081981286,31,5,Chitipa,Chitipa Boma,MW10120,"20,844.86","18,742.30",1.015468554, -   ,-0.015468554
-0.091879636,32,5,Chitipa,Nyika N.P. - Chitipa,0,,"2,289.03",0.432730153,"3,000.71",
-0.081981286,33,5,Chitipa,TA Kameme,MW10105,"27,441.11","4,134.34",0.164157782,"21,050.82",0.835842218
-0.092240557,34,5,Chitipa,TA Mwabulambya,MW10101,"113,635.58","50,714.55",0.542730493,"42,728.79",0.457269507
-0.11031237,35,5,Chitipa,TA Mwenemisuku,MW10102,"34,627.54","20,017.19",0.547508201,"16,543.34",0.452491799
-0.090458959,36,5,Chitipa,TA Mwenewenya,MW10103,"29,903.86","12,288.66",0.478523107,"13,391.73",0.521476893
-0.098164923,37,5,Chitipa,TA Nthalire,MW10104,"47,631.88","18,059.42",0.56292511,"14,021.97",0.43707489
-0.035839763,38,6,Dedza,Dedza Boma,MW20820,"25,081.89","25,598.38",0.960825852,"1,043.68",0.039174148
-0.08534646,39,6,Dedza,Lake Malawi,0,,3.51,0.030590901,111.23,
-0.16017379,40,6,Dedza,SC Chauma,MW20805,"28,367.42","17,121.54",0.616889729,"10,633.08",0.383110271
-0.22973816,41,6,Dedza,SC Chilikumwendo,MW20802,"87,244.83","34,980.43",0.43268578,"45,864.45",0.56731422
-0.030454304,42,6,Dedza,SC Kamenya Gwaza,MW20808,"44,044.34","18,965.99",0.469038056,"21,469.94",0.530961944
-0.12589794,43,6,Dedza,TA Kachindamoto,MW20807,"137,041.41","64,974.56",0.524429627,"58,921.11",0.475570373
-0.16496816,44,6,Dedza,TA Kaphuka,MW20803,"184,662.92","63,726.65",0.362335886,"112,150.63",0.637664114
-0.16085458,45,6,Dedza,TA Kasumbu,MW20806,"100,114.50","30,975.60",0.326509393,"63,893.34",0.673490607
-0.22194521,46,6,Dedza,TA Pemba,MW20801,"27,766.84","97,573.41",0.554023809,"78,544.31",0.445976191
-0.12762578,47,6,Dedza,TA Tambala,MW20804,"81,038.06","49,028.03",0.585431123,"34,718.86",0.414568877
-0.16656929,48,7,Dowa,Dowa Boma,MW20420,"4,154.73","6,277.31",0.993899465,38.53,0.006100535
-0.24260257,49,7,Dowa,Mponela Urban,0,,"18,986.09",1.002353561, -   ,
-0.26659071,50,7,Dowa,SC Chakhaza,MW20402,"174,873.46","76,108.25",0.472913536,"84,826.56",0.527086464
-0.25611299,51,7,Dowa,SC Kayembe,MW20403,"129,615.94","42,067.18",0.37102734,"71,313.08",0.62897266
-0.12195814,52,7,Dowa,SC Mkukula,MW20405,"118,457.03","40,533.05",0.410229294,"58,272.80",0.589770706
-0.25392246,53,7,Dowa,SC Mponela,MW20407,"78,561.85","10,662.11",0.237464585,"34,237.68",0.762535415
-0.20117806,54,7,Dowa,TA Chiwere,MW20404,"117,028.17","39,109.00",0.359547277,"69,663.90",0.640452723
-0.23978552,55,7,Dowa,TA Dzoole,MW20401,"116,322.29","21,340.79",0.214903088,"77,963.45",0.785096912
-0.2133396,56,7,Dowa,TA Msakambewa,MW20406,"98,252.51","30,695.43",0.349340877,"57,171.27",0.650659123
-0.048824783,57,8,Karonga,Karonga Town,MW10220,"60,963.43","51,299.52",0.962750949,"1,984.79",0.037249051
-0.063810453,58,8,Karonga,Lake Malawi,0,,"4,875.40",0.609052717,"3,129.50",
-0.089735754,59,8,Karonga,Nyipa N. P. - Karonga,0,,"3,060.11",0.458745152,"3,610.49",
-0.0927874,60,8,Karonga,SC Mwakaboko,MW10202,"24,485.12","10,647.28",0.415869413,"14,955.18",0.584130587
-0.095536381,61,8,Karonga,SC Mwirang'ombe,MW10205,"42,130.09","23,194.43",0.767128267,"7,040.97",0.232871733
-0.15643792,62,8,Karonga,TA Kilupula,MW10201,"77,158.24","31,810.53",0.394473813,"48,829.88",0.605526187
-0.088832468,63,8,Karonga,TA Kyungu,MW10203,"99,692.63","51,817.96",0.602717967,"34,155.84",0.397282033
-0.079893894,64,8,Karonga,TA Wasambo,MW10204,"73,728.89","57,144.41",0.840756846,"10,823.41",0.159243154
-0.10867292,65,9,Kasungu,Kasungu Boma,MW20120,"56,791.39","50,828.29",0.979929565,"1,041.04",0.020070435
-0.24553564,66,9,Kasungu,Kasungu National Park,MW20115,,"1,095.45",0.223939179,"3,796.28",0.776060821
-0.24690863,67,9,Kasungu,SC Chilowamatambe,MW20109,"49,378.50","7,155.63",0.141708888,"43,339.65",0.858291112
-0.16958629,68,9,Kasungu,SC Chisikwa,MW20104,"9,199.47","6,163.79",0.73940222,"2,172.39",0.26059778
-0.26229304,69,9,Kasungu,SC Kawamba,MW20107,"42,143.02","10,683.21",0.195339267,"44,007.33",0.804660733
-0.16624196,70,9,Kasungu,SC Lukwa,MW20106,"39,170.34","1,968.01",0.054751734,"33,976.24",0.945248266
-0.24091129,71,9,Kasungu,SC M'nyanja,MW20103,"56,852.01","16,727.88",0.408812904,"24,190.30",0.591187096
-0.25764355,72,9,Kasungu,SC Njombwa,MW20108,"67,366.26","14,577.53",0.295724095,"34,716.83",0.704275905
-0.24821876,73,9,Kasungu,SC Simlemba,MW20102,"39,647.35","10,363.13",0.263187662,"29,012.31",0.736812338
-0.21167295,74,9,Kasungu,TA Chulu,MW20110,"89,251.08","20,515.30",0.260665663,"58,188.20",0.739334337
-0.15561569,75,9,Kasungu,TA Kaluluma,MW20101,"71,351.50","22,021.26",0.362517625,"38,724.09",0.637482375
-0.17779225,76,9,Kasungu,TA Kaomba,MW20105,"57,557.31","21,705.62",0.383157306,"34,943.75",0.616842694
-0.23156288,77,9,Kasungu,TA Kapelula,MW20113,"75,132.45","13,321.60",0.270051062,"36,008.33",0.729948938
-0.15283039,78,9,Kasungu,TA Mwase,MW20114,"27,002.81","1,770.53",0.063475509,"26,122.59",0.936524491
-0.2667968,79,9,Kasungu,TA Santhe,MW20111,"114,907.73","27,405.66",0.249977311,"82,226.92",0.750022689
-0.18524413,80,9,Kasungu,TA Wimbe,MW20112,"102,594.10","41,558.14",0.375207633,"69,202.24",0.624792367
-0.033536997,82,11,Lilongwe,Lilongwe City,MW210,"1,353,616.39","830,744.56",0.904472894,"87,740.20",0.095527106
-0.16767217,83,11,Lilongwe,SC Chitekwele,MW20605,"63,179.80","12,121.97",0.24041706,"38,298.62",0.75958294
-0.099734418,84,11,Lilongwe,SC Mtema,MW20609,"77,593.51","33,346.08",0.576571168,"24,489.06",0.423428832
-0.14514419,85,11,Lilongwe,SC Njewa,MW20613,"50,564.01","25,858.02",0.652440063,"13,774.76",0.347559937
-0.051501699,86,11,Lilongwe,SC Tsabango,MW20611,"73,435.91","13,817.35",0.453060994,"16,680.43",0.546939006
-0.094412796,87,11,Lilongwe,TA Chadza,MW20601,"175,833.45","76,537.41",0.510464748,"73,399.31",0.489535252
-0.13302878,88,11,Lilongwe,TA Chimutu,MW20607,"138,622.98","38,330.42",0.319731185,"81,552.86",0.680268815
-0.092092797,89,11,Lilongwe,TA Chiseka,MW20603,"333,454.30","183,465.98",0.60310527,"120,736.25",0.39689473
-0.21238682,90,11,Lilongwe,TA Chitukula,MW20608,"40,030.48","17,047.18",0.444790421,"21,279.13",0.555209579
-0.21643485,91,11,Lilongwe,TA Kabudula,MW20615,"173,614.56","64,349.93",0.422419338,"87,986.69",0.577580662
-0.21559741,92,11,Lilongwe,TA Kalolo,MW20602,"206,410.25","95,645.78",0.508658992,"92,389.39",0.491341008
-0.071179226,93,11,Lilongwe,TA Kalumba,MW20612,"36,369.02","12,542.87",0.443446466,"15,742.11",0.556553534
-0.1783499,94,11,Lilongwe,TA Kalumbu,MW20610,"83,525.79","43,645.34",0.567459331,"33,268.27",0.432540669
-0.28777251,95,11,Lilongwe,TA Khongoni,MW20606,"142,407.89","37,987.44",0.286983821,"94,380.45",0.713016179
-0.087326482,96,11,Lilongwe,TA Malili,MW20614,"147,418.19","32,609.59",0.290264361,"79,734.87",0.709735639
-0.1366526,97,11,Lilongwe,TA Mazengera,MW20604,"139,324.58","47,815.90",0.377340161,"78,902.39",0.622659839
-0.18996495,99,12,Machinga,Lake Chiuta,MW30299,, -   ,,101.28,#VALUE!
-0.061675329,100,12,Machinga,Liwonda National Park,0,,11.11,0.004612542,"2,397.54",
-0.034431275,101,12,Machinga,Liwonde Town,MW30222,"33,892.17","27,293.72",0.900778379,"3,006.44",0.099221621
-0.039712064,102,12,Machinga,SC Chamba,MW30204,"29,964.69","17,311.22",0.585605142,"12,250.03",0.414394858
-0.1263583,103,12,Machinga,SC Chikweo,MW30207,"86,602.08","25,980.53",0.358642861,"46,460.71",0.641357139
-0.067862473,104,12,Machinga,SC Chiwalo,MW30209,"35,797.10","17,819.10",0.68901876,"8,042.46",0.31098124
-0.065917395,105,12,Machinga,SC Mlomba,MW30206,"68,486.76","23,933.40",0.481366057,"25,786.36",0.518633943
-0.069198318,106,12,Machinga,SC Mposa,MW30205,"30,122.43","18,247.17",0.618439332,"11,258.01",0.381560668
-0.18996495,107,12,Machinga,SC Ngokwe,MW30208,"35,668.86","5,184.05",0.150405313,"29,283.14",0.849594687
-0.038573787,108,12,Machinga,SC Sitola,MW30202,"52,182.20","21,704.51",0.41469373,"30,634.14",0.58530627
-0.073994346,109,12,Machinga,TA Kawinga,MW30203,"174,476.92","92,801.78",0.601686271,"61,434.37",0.398313729
-0.069690332,110,12,Machinga,TA Liwonde,MW30201,"89,424.00","52,444.90",0.509864083,"50,415.65",0.490135917
-0.10437883,111,12,Machinga,TA Nyambi,MW30210,"66,745.29","20,899.42",0.322873637,"43,829.99",0.677126363
-0.062255159,112,13,Mangochi,Lake Malawi,0,,"4,629.50",0.233420207,"15,203.82",
-0.036318943,113,13,Mangochi,Lake Malombe,MW30199,,266.81,0.08418472,"2,902.53",0.91581528
-0.021730244,114,13,Mangochi,Mangochi Town,MW30120,"55,157.40","50,683.49",0.99136275,441.58,0.00863725
-0.035984777,115,13,Mangochi,Monkey Bay Urban,MW30121,"11,960.52","16,722.46",0.969617515,523.99,0.030382485
-0.040084891,116,13,Mangochi,SC Chowe,MW30106,"152,293.38","70,609.88",0.485699058,"74,767.97",0.514300942
-0.083035067,117,13,Mangochi,SC Mbwana Nyambi,MW30105,"116,280.27","58,778.04",0.548181572,"48,445.64",0.451818428
-0.02732417,118,13,Mangochi,SC Namabvi,MW30109,"37,972.50","31,982.93",0.731962094,"11,711.86",0.268037906
-0.090586215,119,13,Mangochi,TA Chimwala,MW30102,"153,855.37","56,513.29",0.380300453,"92,088.41",0.619699547
-0.053049035,120,13,Mangochi,TA Jalasi,MW30104,"103,506.09","66,082.30",0.669288563,"32,652.84",0.330711437
-0.066200435,121,13,Mangochi,TA Katuli,MW30107,"57,725.91","31,382.00",0.475058591,"34,677.22",0.524941409
-0.067069091,122,13,Mangochi,TA Makanjila,MW30108,"83,909.96","49,560.57",0.536204533,"42,867.92",0.463795467
-0.023283778,123,13,Mangochi,TA Mponda,MW30101,"151,066.06","54,258.97",0.377143594,"89,609.24",0.622856406
-0.055411313,124,13,Mangochi,TA Nankumba,MW30103,"149,738.00","32,466.34",0.268001703,"88,675.95",0.731998297
-0.14378063,125,14,Mchinji,Mchinji Boma,MW20720,"28,231.06","22,236.73",0.953404097,"1,086.78",0.046595903
-0.25324532,126,14,Mchinji,SC Dambe,MW20706,"88,692.01","26,201.46",0.367542787,"45,086.73",0.632457213
-0.24117246,127,14,Mchinji,SC Mavwere,MW20702,"133,090.24","48,722.78",0.408266044,"70,617.98",0.591733956
-0.2087702,128,14,Mchinji,SC Mduwa,MW20704,"116,713.63","24,677.86",0.234187998,"80,698.42",0.765812002
-0.24888368,129,14,Mchinji,TA Mkanda,MW20705,"133,854.91","49,793.78",0.437063085,"64,134.34",0.562936915
-0.17986792,130,14,Mchinji,TA Mlonyeni,MW20701,"58,260.97","7,500.93",0.155012514,"40,888.27",0.844987486
-0.20878841,131,14,Mchinji,TA Zulu,MW20703,"147,574.56","45,370.27",0.367208322,"78,184.31",0.632791678
0.016167881,132,15,Mulanje,Mulanje Boma,MW30820,"12,203.56","19,760.65",0.994130496,116.67,0.005869504
-0.074536882,133,15,Mulanje,Mulanje Mountain Forest Reserve,0,,"3,646.23",0.883816703,479.32,
-0.14084491,134,15,Mulanje,SC Juma,MW30806,"110,963.94","63,638.04",0.612033464,"40,340.00",0.387966536
-0.087294109,135,15,Mulanje,SC Laston Njema,MW30802,"95,297.14","58,705.28",0.671968444,"28,657.87",0.328031556
-0.098701149,136,15,Mulanje,TA Chikumbu,MW30803,"92,019.94","77,681.16",0.824340869,"16,553.12",0.175659131
-0.022517424,137,15,Mulanje,TA Mabuka,MW30801,"194,761.29","159,944.19",0.784427747,"43,955.01",0.215572253
-0.10336945,138,15,Mulanje,TA Nkanda,MW30805,"126,885.65","47,648.23",0.395521764,"72,821.09",0.604478236
-0.080896966,139,15,Mulanje,TA Nthiramanja,MW30804,"55,634.71","36,654.98",0.660072719,"18,876.76",0.339927281
-0.15604831,140,16,Mwanza,Majete Game Reserve - Mwanza,0,,"1,171.95",0.191789049,"4,938.67",
-0.036593363,141,16,Mwanza,Mwanza Boma,MW30620,"22,163.66","18,822.70",0.997419375,48.7,0.002580625
-0.053575296,142,16,Mwanza,TA Kanduku,MW30601,"61,661.94","16,135.32",0.398261556,"24,379.06",0.601738444
-0.23213433,143,16,Mwanza,TA Nthache,MW30602,"65,016.70","14,354.90",0.253482696,"42,275.79",0.746517304
-0.024936529,144,17,Mzimba,Mzimba Boma,MW10520,"28,193.59","27,502.62",1.004620449, -   ,-0.004620449
-0.043046437,145,17,Mzimba,Mzuzu City,MW107,"220,711.49","170,681.34",0.962562218,"6,638.46",0.037437782
-0.041639559,146,17,Mzimba,SC Jaravikuba Munthali,MW10504,"23,471.58","18,343.58",0.941056425,"1,148.96",0.058943575
-0.060560901,147,17,Mzimba,SC Kampingo Sibande,MW10503,"97,078.74","22,681.10",0.300169916,"52,879.77",0.699830084
-0.12317134,148,17,Mzimba,SC Khosolo Gwaza Jere,MW10508,"59,086.12","18,559.60",0.383042018,"29,893.57",0.616957982
-0.10996415,149,17,Mzimba,TA Chindi,MW10505,"193,821.67","46,950.63",0.268975848,"127,602.70",0.731024152
-0.091098301,150,17,Mzimba,TA M'Mbelwa,MW10501,"176,152.39","38,068.20",0.245248575,"117,154.72",0.754751425
-0.12972018,151,17,Mzimba,TA Mabulabo,MW10507,"94,895.81","31,329.11",0.359898536,"55,720.73",0.640101464
-0.15407504,152,17,Mzimba,TA Mpherembe,MW10509,"51,806.50","27,675.12",0.496500472,"28,065.25",0.503499528
-0.074088447,153,17,Mzimba,TA Mtwalo,MW10502,"216,647.10","89,890.70",0.490274275,"93,457.09",0.509725725
-0.081426136,154,17,Mzimba,TA Mzikubola,MW10506,"102,128.21","30,605.72",0.339670293,"59,498.48",0.660329707
-0.10012115,155,17,Mzimba,TA Mzukuzuku,MW10510,"46,866.05","21,968.41",0.509075501,"21,185.13",0.490924499
-0.025426846,157,18,Neno,Majete Game Reserve - Neno,MW31305,, -   ,,9.06,#VALUE!
-0.06813781,158,18,Neno,TA Dambe,MW31301,"34,861.08","14,914.24",0.531486335,"13,147.14",0.468513665
-0.037088849,159,18,Neno,TA Mlauli,MW31302,"40,913.65","9,633.57",0.293491027,"23,190.51",0.706508973
-0.062746771,160,18,Neno,TA Ngozi,MW31304,"26,545.57","15,504.62",0.503962893,"15,260.78",0.496037107
-0.051482409,161,18,Neno,TA Symon,MW31303,"64,344.94","25,391.37",0.510966986,"24,301.41",0.489033014
-0.063810453,162,19,Nkhata Bay,Lake Malawi,0,,"45,200.18",0.435596663,"58,565.96",
-0.03240335,163,19,Nkhata Bay,SC Fukamalaza,MW10307,"12,147.48","1,729.83",0.267746115,"4,730.88",0.732253885
-0.023338458,164,19,Nkhata Bay,SC Malanda,MW10304,"23,722.39","13,010.36",0.469869249,"14,678.96",0.530130751
-0.076242186,165,19,Nkhata Bay,SC Nyaluwanga,MW10310,"11,007.01",641.63,0.132511235,"4,200.45",0.867488765
-0.12882113,166,19,Nkhata Bay,SC Zilakoma,MW10305,"12,872.83","14,226.71",0.80470047,"3,452.80",0.19529953
-0.040364131,167,19,Nkhata Bay,TA Fukamapiri,MW10302,"23,297.88","14,867.97",0.671633761,"7,269.05",0.328366239
-0.04429711,168,19,Nkhata Bay,TA Kabunduli,MW10301,"52,918.63","16,009.15",0.323147034,"33,532.23",0.676852966
-0.025667142,169,19,Nkhata Bay,TA Malenga Mzoma,MW10303,"6,511.77","4,166.10",0.35171654,"7,678.95",0.64828346
-0.074995182,170,19,Nkhata Bay,TA Musisya,MW10309,"16,810.22","3,989.61",0.321746634,"8,410.24",0.678253366
-0.045355529,171,19,Nkhata Bay,TA Timbiri,MW10312,"52,352.32","12,390.49",0.409846444,"17,841.54",0.590153556
-0.08534646,172,20,Nkhotakota,Lake Malawi,0,,"4,019.93",0.349843873,"7,470.72",
-0.038211744,173,20,Nkhotakota,Nkhotakota Boma,MW20220,"29,045.48","32,247.50",0.991623895,272.38,0.008376105
-0.18009256,174,20,Nkhotakota,Nkhotakota Game Reserve,MW20207,597.49,"2,802.10",0.676401153,"1,340.56",0.323598847
-0.15397312,175,20,Nkhotakota,SC Kafuzila,MW20202,"28,689.58","10,846.16",0.467577235,"12,350.35",0.532422765
-0.13124734,176,20,Nkhotakota,SC Mphonde,MW20204,"36,242.98","4,013.26",0.160193289,"21,039.35",0.839806711
-0.28433946,177,20,Nkhotakota,SC Mwansambo,MW20206,"35,720.18","9,192.35",0.288085944,"22,716.00",0.711914056
-0.14327602,178,20,Nkhotakota,TA Kanyenda,MW20201,"109,421.34","78,102.92",0.652284811,"41,634.53",0.347715189
-0.087359913,179,20,Nkhotakota,TA Malenga Chanzi,MW20203,"68,407.09","25,377.89",0.384554795,"40,615.02",0.615445205
-0.26092392,180,20,Nkhotakota,TA Mwadzama,MW20205,"109,237.05","40,897.51",0.454553851,"49,075.35",0.545446149
-0.07865081,181,21,Nsanje,Mwabvi Game Reserve,MW31110,"9,379.21","1,986.75",0.271145382,"5,340.51",0.728854618
0.019248333,182,21,Nsanje,Nsanje Boma,MW31120,"24,146.58","26,375.92",0.992406801,201.81,0.007593199
-0.041716032,183,21,Nsanje,SC Makoka,MW31109,"11,959.04","5,111.93",0.572527274,"3,816.78",0.427472726
-0.084062599,184,21,Nsanje,SC Mbenje,MW31106,"66,056.73","43,461.59",0.743354269,"15,005.27",0.256645731
-0.071796536,185,21,Nsanje,TA Chimombo,MW31102,"13,151.09","12,087.45",0.898966528,"1,358.49",0.101033472
0.014637699,186,21,Nsanje,TA Malemia,MW31107,"20,123.43","12,274.27",0.504296533,"12,065.12",0.495703467
-0.13308676,187,21,Nsanje,TA Mlolo,MW31104,"77,059.50","46,712.84",0.613094487,"29,479.07",0.386905513
-0.19132975,188,21,Nsanje,TA Ndamera,MW31101,"33,881.16","26,143.41",0.746117002,"8,895.88",0.253882998
-0.068784282,189,21,Nsanje,TA Ngabu,MW31108,"205,691.60","8,155.28",0.552119137,"6,615.58",0.447880863
-0.038040541,190,21,Nsanje,TA Nyachikadza,MW31103,"3,109.74",113.44,0.023939156,"4,625.24",0.976060844
0.072295815,191,21,Nsanje,TA Tengani,MW31105,"50,418.69","28,525.59",0.638847246,"16,126.06",0.361152754
-0.048345868,192,22,Ntcheu,Ntcheu Boma,MW20920,"20,454.12","19,330.83",0.997802142,42.58,0.002197858
-0.055887368,193,22,Ntcheu,SC Champiti,MW20905,"21,515.40","14,876.10",0.694799408,"6,534.54",0.305200592
-0.12216147,194,22,Ntcheu,SC Goodson Ganya,MW20908,"160,060.85","53,678.02",0.384569511,"85,901.48",0.615430489
-0.10937364,195,22,Ntcheu,SC Makwangwala,MW20904,"118,752.75","35,621.55",0.314329215,"77,704.06",0.685670785
-0.094288513,196,22,Ntcheu,TA Chakhumbira,MW20907,"33,121.28","20,183.92",0.58593977,"14,263.17",0.41406023
-0.04440169,197,22,Ntcheu,TA Kwataine,MW20903,0,"29,949.46",0.551394584,"24,366.38",0.448605416
-0.090456322,198,22,Ntcheu,TA Masasa,MW20909,"36,995.57","15,532.83",0.47530545,"17,146.85",0.52469455
-0.12659737,199,22,Ntcheu,TA Mpando,MW20902,"77,152.95","38,360.74",0.577699454,"28,041.86",0.422300546
-0.15482634,200,22,Ntcheu,TA Njolomole,MW20906,"66,200.26","46,974.10",0.677975569,"22,311.73",0.322024431
-0.057485532,201,22,Ntcheu,TA Phambala,MW20901,"67,971.97","42,958.74",0.594128741,"29,346.70",0.405871259
-0.22509766,202,23,Ntchisi,Ntchisi Boma,MW20320,"8,498.63","10,554.91",1.026908042, -   ,-0.026908042
-0.30303353,203,23,Ntchisi,SC Chilooko,MW20305,"86,265.61","32,659.18",0.394014022,"50,229.19",0.605985978
-0.23609371,204,23,Ntchisi,SC Nthondo,MW20303,"28,838.76","12,130.38",0.492562259,"12,496.72",0.507437741
-0.25309366,205,23,Ntchisi,TA Chikho,MW20302,"41,627.79","13,694.54",0.383244583,"22,038.62",0.616755417
-0.26206428,206,23,Ntchisi,TA Kalumo,MW20304,"133,407.28","48,009.57",0.39930832,"72,222.26",0.60069168
-0.2617135,207,23,Ntchisi,TA Kasakula,MW20301,"22,903.68","8,466.15",0.431629093,"11,148.26",0.568370907
-0.2436783,208,23,Ntchisi,TA Kasukula,0,,"1,080.25",0.222748952,"3,769.38",
-0.12851791,210,24,Phalombe,TA Mkhumba,MW30901,"314,498.27","142,303.52",0.507089528,"138,324.48",0.492910472
-0.17247121,211,24,Phalombe,TA Nazombe,MW30902,"64,724.74","69,565.62",0.512120808,"66,272.69",0.487879192
-0.063810453,212,25,Rumphi,Lake Malawi,0,,"1,984.08",0.704991952,830.24,
-0.063709833,213,25,Rumphi,Nyika National Park - Rumphi,MW10410,,"3,976.27",0.682062929,"1,853.50",0.317937071
-0.084603854,214,25,Rumphi,Rumphi Boma,MW10420,"17,673.54","23,288.75",0.986364233,321.95,0.013635767
-0.061662458,216,25,Rumphi,SC Kachulu,MW10405,"12,845.34","2,889.70",0.247410058,"8,790.10",0.752589942
-0.077091962,217,25,Rumphi,SC Mwahenga,MW10403,"16,175.05","9,634.67",0.596555894,"6,515.82",0.403444106
-0.070078634,218,25,Rumphi,SC Mwalweni,MW10404,"21,256.83","21,045.43",0.821828683,"4,562.62",0.178171317
-0.06769111,219,25,Rumphi,SC Mwankhunikira,MW10407,"30,476.28","17,139.23",0.610191945,"10,949.03",0.389808055
-0.079328932,220,25,Rumphi,TA Chikulamayembe,MW10401,"87,018.34","30,528.93",0.3763644,"50,586.43",0.6236356
-0.10114861,221,25,Rumphi,TA Katumbi,MW10408,"19,534.81","8,214.62",0.663935904,"4,157.99",0.336064096
-0.096758023,222,25,Rumphi,TA Mwamlowe,MW10402,"8,290.84","6,692.85",0.711186698,"2,717.97",0.288813302
-0.1066682,223,25,Rumphi,Vwaza Marsh Game Reserve - Rumphi,0,,517.73,0.042092794,"11,782.00",
-0.08534646,224,26,Salima,Lake Malawi,0,,"15,475.85",0.475514426,"17,069.65",
-0.10246971,225,26,Salima,Salima Town,MW20520,"37,262.92","35,375.95",0.987351908,453.17,0.012648092
-0.12630966,226,26,Salima,SC Kambalame,MW20506,"26,131.62","18,065.59",0.862299575,"2,884.89",0.137700425
-0.10254382,227,26,Salima,SC Kambwiri,MW20504,"46,073.42","7,708.35",0.21775406,"27,691.00",0.78224594
-0.21936309,228,26,Salima,SC Mwanza,MW20508,"40,168.72","5,548.06",0.262259606,"15,606.78",0.737740394
-0.13040994,229,26,Salima,TA Karonga,MW20502,"79,268.26","36,790.72",0.48986483,"38,313.10",0.51013517
-0.21137495,230,26,Salima,TA Khombedza,MW20507,"114,194.42","23,565.29",0.295522065,"56,175.93",0.704477935
-0.12072553,231,26,Salima,TA Kuluunda,MW20509,"10,710.41","6,864.63",0.503610935,"6,766.18",0.496389065
