Code,UID,District,TA,Less Than 1 Year,04-Jan,09-May,14-Oct,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total Pop,sixtfiveolder,percentelderly
MW30101,197,Mangochi,TA Mponda,5649.413561,20979.66654,25152.84689,21463.61822,17323.84497,12890.63088,9846.069185,8379.767822,7551.813174,5180.811094,4098.240076,2901.904297,2267.169163,1868.9925,2215.704152,1174.666301,2120.900185,151066.059,5511.270638,0.036482521
MW20406,198,Dowa,TA Msakambewa,2859.8455,10465.68038,13812.37669,13583.46008,11283.54675,9544.640319,7323.181977,6438.682598,5140.413765,4203.252819,3399.35788,2434.254062,2145.152807,1476.673325,1487.420583,894.1719115,1760.400951,98252.5124,4141.993446,0.042156616
MW10502,199,Mzimba,TA Mtwalo,6091.03154,24398.13527,31838.19482,31876.73848,25605.45866,20135.66019,13980.01134,12813.49888,11229.80801,9019.215881,6831.296493,5784.949553,4490.336112,3623.103816,3010.939842,2173.182107,3745.53661,216647.0976,8929.658559,0.041217531
MW10101,200,Chitipa,TA Mwabulambya,3026.724814,11914.08568,17501.19548,17570.69805,13680.79616,10740.38905,7636.314605,6661.036609,5438.015583,4559.144377,3806.947211,3031.208851,2106.376269,1569.412867,1479.732131,1043.659556,1869.84333,113635.5806,4393.235017,0.038660735
MW20205,201,Nkhotakota,TA Mwadzama,3967.524598,14484.001,17687.35257,16089.53624,12491.41708,9481.038491,6982.313995,6267.762594,5230.119279,4132.930014,3168.065083,2260.540696,1752.194715,1334.270362,1420.281179,825.9243812,1661.773087,109237.0454,3907.978647,0.035775214
MW30302,202,Zomba,TA Mwambo,4751.746811,18513.80422,25248.51514,23411.86882,17620.54949,13753.8718,10117.4144,9273.273331,8792.368723,5971.402754,4340.419891,2881.334845,2436.242282,2016.729751,2523.214392,1346.532903,2524.237593,155523.5271,6393.984888,0.041112654
MW10402,203,Rumphi,TA Mwamlowe,216.0447269,805.5242308,1215.129392,1293.335628,1075.335745,766.4211128,497.5871765,479.9907734,397.8742256,315.7576778,274.6994039,227.7756623,184.7622325,154.4573161,120.2420878,97.757795,168.1434074,8290.838594,386.1432902,0.046574696
MW20114,204,Kasungu,TA Mwase,840.2835822,3118.385739,4092.775185,3827.958541,3117.536967,2669.385723,1778.175863,1708.576617,1509.115363,1120.37811,809.7278156,632.3346149,544.9111715,402.3175939,313.1966079,179.0907433,338.6597468,27002.80999,830.947098,0.030772616
MW10102,205,Chitipa,TA Mwenemisuku,787.0646253,3057.867326,4948.36569,5231.664862,4174.529042,3516.437191,2514.417942,2032.699116,1693.181043,1471.61243,1220.280869,999.814587,793.6786137,572.1100007,494.9468022,381.4066671,737.4597119,34627.53652,1613.813181,0.046604909
MW10103,206,Chitipa,TA Mwenewenya,882.4545766,3610.499868,4935.442382,4532.034575,3544.946099,2547.772427,1815.335129,1565.726549,1362.761996,1270.73459,966.918086,751.3470395,533.2546941,390.8013125,366.848974,254.6511778,572.3348254,29903.8643,1193.834977,0.039922432
MW10506,207,Mzimba,TA Mzikubola,2990.877467,12180.67929,15328.12076,14767.52062,11697.85611,9535.252714,6934.270115,6284.782033,5060.552553,4155.511617,2961.584847,2654.517387,2060.584273,1602.003263,1304.026616,938.3739165,1671.699496,102128.2131,3914.100029,0.038325355
MW10510,208,Mzimba,TA Mzukuzuku,1298.113197,5144.189606,6905.795784,6778.480836,5511.988345,4381.964164,3121.29654,2796.768241,2336.603755,1973.797759,1437.077879,1302.273816,1005.205604,847.1020736,652.385094,462.6608575,910.3434857,46866.04704,2025.389437,0.043216562
MW30902,209,Phalombe,TA Nazombe,1888.586362,7461.486873,10302.22013,10137.75419,7670.303173,5581.216204,4195.267308,3924.54529,3382.639272,2377.826322,1764.774927,1285.236609,1096.74756,852.820554,1045.46745,573.3208599,1184.524323,64724.73741,2803.312633,0.043311302
MW30406,210,Chiradzulu,TA Nchema,1204.843844,4700.263656,6505.536847,6718.963798,5441.501655,4090.09283,2992.84805,2709.902362,2660.752172,1919.071379,1508.600874,1102.558314,943.1522927,766.9200803,997.1732222,530.0250208,979.0186475,45771.22505,2506.216891,0.054755294
MW30708,211,Thyolo,TA Nchilamwela,1821.827825,6641.365213,9213.08447,9364.362074,7965.740305,6173.611151,4336.005908,4153.173467,4067.789789,3118.360413,2346.194977,1767.998984,1314.166174,954.9978765,1112.772064,620.8878322,1068.224058,66040.56258,2801.883954,0.042426712
MW31101,212,Nsanje,TA Ndamera,1119.680931,4459.609673,5633.614746,4811.710595,4124.610796,2850.00546,2046.209356,1613.628224,1626.706258,1239.395244,1030.146696,667.9857485,579.4575168,465.7792192,569.3974904,317.8968321,725.3278986,33881.16269,1612.622221,0.047596425
MW20505,213,Salima,TA Ndindi,1705.10186,7033.945558,8510.561634,7974.580961,5857.350536,3950.455155,3003.413609,2690.580268,2394.829977,1781.975582,1549.219035,1046.336771,846.678632,586.1621298,691.8634975,428.1439236,979.0722642,51030.27139,2099.079685,0.04113401
MW31001,214,Chikwawa,TA Ngabu,6664.810391,25256.12359,32455.21734,29140.91286,23409.85002,18170.62747,13976.25344,11679.33434,10921.6007,8003.015437,6587.414204,4477.743936,3500.304989,2695.134976,3062.142703,1751.40082,3939.715601,205691.6028,8753.259124,0.042555258
MW31108,215,Nsanje,TA Ngabu,536.2004121,2098.330946,2430.775201,2137.65231,1796.867159,1304.754336,1121.25464,816.2161828,853.1544335,601.736018,512.3692827,310.996239,331.252699,229.970399,269.2917625,165.6263495,427.7687732,15944.21714,862.6868852,0.054106569
MW31304,216,Neno,TA Chekucheku,827.1641684,3063.986675,3828.299835,3771.060523,3080.821767,2690.247641,1804.721822,1608.31242,1452.307237,1117.850084,819.3077923,618.4090322,438.8347216,390.5741256,378.2283918,239.058301,416.3879328,26545.57247,1033.674626,0.038939625
MW20906,217,Ntcheu,TA Njolomole,1922.523431,7577.278333,9505.395915,9035.487182,7587.534278,6232.817233,4441.756365,3995.156596,3649.251556,2738.337205,1952.358906,1762.157752,1380.823085,1186.892496,1227.916275,712.3219695,1292.249018,66200.2576,3232.487263,0.048828923
MW30404,218,Chiradzulu,TA Nkalo,1380.857184,5646.627891,8046.958074,8352.90264,6639.40774,4824.273538,3395.163352,3408.509927,3341.777052,2444.476547,1819.24084,1355.190694,1188.871836,936.3135703,1173.471942,691.9685815,1281.271201,55927.28261,3146.711725,0.056264341
MW30701,219,Thyolo,TA Nsabwe,1256.241318,5281.872279,7377.871306,8148.592331,6422.675205,3847.946378,2420.810972,2538.512861,2495.506401,1957.925657,1397.709935,986.8850712,828.4402203,689.2351013,800.1464969,530.7902504,1130.617186,48111.77897,2461.553933,0.051163228
MW31201,220,Balaka,TA Msamala,6459.497012,24759.6124,33932.52843,32483.04097,26015.47631,18977.79784,13429.94508,11878.2674,11609.3458,8960.467962,6163.683244,4722.263428,3998.864303,3482.534817,4125.257459,2237.427774,4353.840825,217589.8511,10716.52606,0.049251038
MW30602,221,Mwanza,TA Nthache,1902.932752,7887.413614,9771.761021,9260.664053,7519.836805,6444.984393,4556.506909,3765.597257,3517.792667,2655.639196,1904.99779,1409.388609,1160.551499,844.6006462,937.5273676,523.4871976,953.0151546,65016.69693,2414.02972,0.037129381
MW10104,222,Chitipa,TA Nthalire,1353.53396,6010.055897,7810.855896,7276.223021,5471.511075,3988.882836,2987.424183,2720.107746,2265.017811,1860.783199,1420.037074,1198.360028,860.6285294,631.1275882,522.8970307,466.8257781,787.6055027,47631.87715,1777.328312,0.037313841
MW30804,223,Mulanje,TA Nthiramanja,1584.960047,5993.674463,8156.665955,8433.163106,6690.360198,4765.765855,3341.914385,3172.097237,3030.582947,2265.31721,1691.64005,1251.85718,1065.71146,948.1457423,1129.937176,683.6228774,1429.294328,55634.71022,3242.854381,0.058288331
MW31103,224,Nsanje,TA Nyachikadza,105.7873133,470.3466698,572.0652403,387.3443163,323.4650541,244.1245691,206.6921352,139.964753,153.3916043,114.3316732,108.228559,64.69301082,58.58989659,39.46680534,44.756171,23.19183407,53.30053092,3109.740136,121.248536,0.038989925
MW30210,225,Machinga,TA Nyambi,2506.683424,9868.824931,11660.66389,9626.761198,7278.932099,5067.26385,4098.063356,3553.419957,3143.991846,2232.470601,1840.062596,1205.590858,1054.301025,838.7130127,974.8738626,557.8812599,1236.794386,66745.29216,2769.549509,0.041494305
MW20503,226,Salima,TA Pemba,1000.252771,3961.71945,4659.987939,4152.564536,3227.52718,2332.800515,1564.929701,1473.997631,1125.986004,992.3944443,782.4648503,564.6769293,399.6520613,358.1151897,376.0770801,253.7117018,539.97933,27766.83731,1169.768112,0.042128245
MW20801,227,Dedza,TA Pemba,31439.08523,23401.92613,27526.60679,24529.25043,19065.04325,13779.88169,9244.059231,8706.92236,6651.213349,5862.086342,4622.029616,3335.553654,2360.749703,2115.390886,2221.491996,1498.678182,3189.664627,189549.6335,6909.834805,0.03645396
MW20901,228,Ntcheu,TA Phambala,2004.775458,7957.788778,9835.097627,9952.883227,7846.457183,6382.204686,4498.441832,4220.919595,3711.053161,2734.884829,1951.529912,1555.415325,1246.429812,1039.094885,1164.947992,637.3330428,1232.71505,67971.9724,3034.996085,0.044650699
MW20111,229,Kasungu,TA Santhe,3202.450006,13274.00837,18015.9848,16887.78223,13190.27459,10863.35679,8088.389786,7424.395564,6187.485975,4764.011637,3813.559732,2534.048743,1918.531976,1314.767319,1327.988443,778.577295,1322.112388,114907.7256,3428.678126,0.029838534
MW30508,230,Blantyre,TA Somba,2338.151971,8772.336593,11507.04074,11722.8856,9996.12674,8267.360019,5792.673626,5181.280517,4828.901237,3707.511906,2674.468378,1958.666593,1471.760751,1186.644753,1392.450315,736.8843052,1457.705737,82992.84979,3587.040357,0.043221077
MW31303,231,Neno,TA Symon Likongwe,1867.398906,7353.159543,9415.109873,9428.374743,7344.316296,6035.5158,4414.253925,4147.482652,3762.801426,2747.301942,2072.267452,1522.512289,1137.831062,829.7913054,913.802148,512.9083024,840.1084264,64344.93609,2266.818877,0.035229173
MW20804,232,Dedza,TA Tambala,2518.738865,9654.844465,12399.05575,12160.09353,9074.782951,6842.220613,5122.270776,4656.872585,4189.547279,3182.629867,2533.192225,1794.143752,1505.076552,1205.410222,1333.563347,924.0514812,1941.568024,81038.06228,4199.182852,0.051817414
MW31105,233,Nsanje,TA Tengani,1705.157555,6282.094847,8324.603717,7332.177485,6051.469221,4191.743428,3160.06177,2481.678945,2376.179988,1869.53965,1529.734871,1029.228193,819.4570119,763.0273374,924.9559685,567.9769409,1009.60048,50418.68741,2502.533389,0.049635036
MW30711,234,Thyolo,TA Thomas,1223.50821,4788.102981,6859.783151,7127.723385,5384.095896,3996.744615,2882.465119,2745.379417,2563.575921,2062.883226,1529.935072,1105.116014,885.9255076,674.7988662,827.2792183,455.6083599,865.3993064,45978.32427,2148.286885,0.046723906
MW10312,235,Nkhata Bay,TA Timbiri,1493.335332,5922.86857,7838.638952,8039.432755,6554.875294,5020.942307,3100.78299,2896.697485,2515.957323,2082.549934,1637.072973,1351.79216,1020.427523,818.5364863,708.8130967,532.1584395,817.4392524,52352.32087,2058.410789,0.039318425
MW10204,236,Karonga,TA Wasambo,1999.061267,8279.08345,11061.00095,11511.52208,8930.621862,6876.003056,4782.999041,4374.903663,3796.09512,3096.070129,2189.977174,1768.750015,1332.370799,1085.897353,825.2819886,650.528275,1168.728593,73728.89482,2644.538857,0.035868419
MW20112,237,Kasungu,TA Wimbe,3013.359751,12110.69611,16321.54736,15225.48274,11803.14365,9637.189084,6961.646265,6155.139013,5532.672463,4288.557322,3126.238048,2286.194491,1814.232336,1300.55429,1206.489043,707.534252,1103.42625,102594.1025,3017.449545,0.02941153
MW10409,238,Rumphi,STA Zolokere/Vwaza Marsh Reserve,244.3712755,954.1068018,1240.844837,1253.846185,1022.588665,805.7837118,562.0603261,504.4562017,435.1765329,341.0912957,266.380102,210.0038372,164.0732879,131.2840973,102.2146149,77.86595584,130.4072423,8446.55497,310.487813,0.036759106
MW20703,239,Mchinji,TA Zulu,4033.507322,16941.96424,22280.50237,21241.90508,16306.71768,14511.99194,10945.97675,9907.379454,8058.380226,5966.383767,4672.454354,3345.220752,2753.146283,1969.881099,1672.610376,1079.302418,1887.237371,147574.5615,4639.150165,0.031435975
MW30720,240,Thyolo,Thyolo Boma,182.8255742,629.633441,867.7526035,874.8872601,915.9115353,751.8144345,641.2272579,573.4480206,521.7217606,348.7063391,225.6335136,170.3399253,98.10152764,57.96908451,55.2935883,35.67328278,43.6997714,6994.63892,134.6666425,0.019252837
MW30303,241,Zomba,TA Mkumbira,90.33001813,361.7786005,478.2447153,424.13841,327.8475277,230.6395894,184.3282603,186.1623724,183.4112043,109.1296666,70.61331366,49.52102517,39.43340893,23.84345656,32.55548877,17.42406441,38.51635291,2847.917475,88.49590609,0.031073901
MW30201,242,Machinga,TA Liwonde,3042,11872,15067,13793,10297,7208,5137,4625,4329,3189,2521,1742,1600,1160,1458,777,1607,89424,3842,0.042963858
MW10309,243,Nkhata Bay,TA Musisya,468.4772568,1904.583394,2458.728487,2608.218164,2138.226517,1611.164366,1044.173734,916.8520526,789.5127102,650.4985755,498.7909748,424.0592516,318.2044838,280.484599,227.0206613,168.5816616,302.6419116,16810.2188,698.2442345,0.041536892
MW30103,244,Mangochi,TA Nankumba,5316.240012,20581.84638,24482.97352,21229.51822,17162.21332,12729.55097,9824.94033,8619.917955,7694.685565,5339.734875,4221.432341,2847.77422,2377.748043,1775.835963,2027.904181,1165.989769,2339.692563,149737.9982,5533.586513,0.036955125
