Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,_UNcount,_UNsum,_UNmean,sqkm,PopDensity
0.18693504189,0.00203661825,Area 25,MW21055,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,2928,108849.891169786,37.1755092792987,24.356,4469.120
0.14467692054,0.00087559048,Area 26,MW21056,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1261,6085.07484507561,4.82559464320032,10.472,581.080
0.09189648091,0.00050493701,Area 27,MW21057,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,729,4092.85267674923,5.61433837688509,6.039,677.737
0.04792202468,0.00014696116,Area 28,MW21058,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,212,4809.67824175488,22.6871615177117,1.757,2737.438
0.07749827034,0.00028917877,Area 29,MW21059,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,413,1363.8237920776,3.30223678469153,3.458,394.397
0.10449668846,0.00050105956,Area 3,MW21033,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,723,5075.29660755396,7.01977400768182,5.989,847.436
0.05848622706,0.00022380393,Area 30,MW21060,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,331,4757.17381273257,14.3721263224549,2.676,1777.718
0.03161505368,0.00004998298,Area 31,MW21061,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,74,1000.51756429672,13.5205076256314,0.598,1673.106
0.08146415776,0.00017354965,Area 32,MW21062,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,247,800.383190885186,3.2404177768631,2.075,385.727
0.06649129866,0.00023867847,Area 33,MW21063,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,348,20094.1890285797,57.7419224959188,2.853,7043.179
0.06297359285,0.00019119454,Area 34,MW21064,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,274,5487.08261917857,20.0258489751043,2.286,2400.299
0.10248947457,0.00064148266,Area 35,MW21065,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,924,8111.22467819415,8.7783816863573,7.668,1057.802
0.13635224764,0.00076755845,Area 36,MW21066,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1104,170877.030062497,154.77991853487,9.174,18626.230
0.05896109767,0.00016820503,Area 37,MW21067,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,243,1860.63097694516,7.65691760059737,2.011,925.227
0.11785679732,0.00076590714,Area 38,MW21068,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1100,51912.1956839561,47.1929051672329,9.153,5671.604
0.07821752697,0.00029398408,Area 39,MW21069,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,426,5345.36471986771,12.5478045067317,3.515,1520.730
0.04945066237,0.00012417633,Area 4,MW21034,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,178,1694.83917485178,9.52156839804368,1.484,1142.075
0.02914920018,0.00003248009,Area 40,MW21070,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,48,17.1486913859844,0.357264403874675,0.388,44.198
0.07021794595,0.00023703149,Area 41,MW21071,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,342,5204.08099877648,15.2166111075336,2.834,1836.302
0.02196423156,0.00002687415,Area 42,MW21072,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,39,158.435744285583,4.06245498168163,0.321,493.569
0.16673637836,0.00094938805,Area 43,MW21073,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1363,3783.2490119366,2.77567792511856,11.352,333.267
0.37481999661,0.00289315618,Area 44,MW21074,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,4173,49639.4265974462,11.8953814036535,34.589,1435.122
0.16793411579,0.00110877726,Area 45,MW21075,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1601,28273.48654024,17.6598916553654,13.252,2133.526
0.13694023739,0.00090925709,Area 46,MW21076,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1321,5596.66312669218,4.23668669696607,10.869,514.920
0.14439987568,0.00091820095,Area 47,MW21077,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1318,22603.2217037529,17.1496371045166,10.977,2059.144
0.04406930248,0.00009393734,Area 48,MW21078,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,134,1657.00308686495,12.3656946780966,1.123,1475.515
0.17140813243,0.00107246547,Area 49,MW21079,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1544,66353.0648015141,42.9747829025351,12.823,5174.535
0.03997698042,0.00006168702,Area 5,MW21035,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,90,2706.73437356949,30.0748263729943,0.737,3672.638
0.15184878909,0.00062570637,Area 50,MW21080,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,904,103720.645971075,114.735227844109,7.482,13862.690
0.06436820526,0.00018593487,Area 51,MW21081,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,269,6019.88620597124,22.3787591300046,2.223,2708.001
0.21688814357,0.00197648784,Area 52,MW21082,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,2843,6379.23374420404,2.24383881259376,23.646,269.781
0.17730601965,0.00120912294,Area 53,MW21083,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1740,30667.0465300083,17.6247393850623,14.466,2119.940
0.18364615517,0.00146818080,Area 54,MW21084,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,2101,7648.58620774746,3.64045036066038,17.561,435.544
0.30199214614,0.00469929261,Area 55,MW21085,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,6776,23992.5184088051,3.54080850188978,56.211,426.830
0.13933919079,0.00075187441,Area 56,MW21086,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1083,58930.9575164914,54.4145498767234,8.989,6555.897
0.10311046070,0.00069175049,Area 57,MW21087,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,992,94947.2381914258,95.7129417252276,8.268,11483.701
0.18968355211,0.00190771808,Area 58,MW21088,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,2738,28535.6211380158,10.4220676179751,22.800,1251.562
0.05158001373,0.00011804020,Area 6,MW21036,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,169,3874.42633938789,22.9255996413485,1.411,2745.873
0.06358133130,0.00023159672,Area 7,MW21037,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,335,40271.9740240797,120.214847833074,2.768,14549.124
0.07481298783,0.00020897145,Area 8,MW21038,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,302,34769.6064619273,115.131147224925,2.498,13918.978
0.06605793483,0.00021666120,Area 9,MW21039,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,310,2540.38111694902,8.19477779660975,2.590,980.842
0.11950266982,0.00086645342,Balaka Town,MW31220,,Balaka Boma,,Balaka,MW312,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1243,34847.1288580894,28.034697391866,10.312,3379.279
0.10485243326,0.00047465388,Bangwe Ward,MW31546,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,680,30257.6671431661,44.4965693281854,5.627,5377.229
0.09668408067,0.00033782433,Blantyre Central Ward,MW31542,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,480,7786.22463572025,16.2213013244172,4.005,1944.126
0.08967258564,0.00035660798,Blantyre East Ward,MW31543,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,513,979.786280855536,1.90991477749617,4.228,231.738
0.11299997009,0.00074088633,Blantyre West Ward,MW31541,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1069,25931.5089758337,24.2577258894609,8.784,2952.130
0.05209680150,0.00011601469,Chambo Ward,MW31441,,,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,166,3249.89034211636,19.5776526633515,1.378,2358.411
0.04651037922,0.00009387540,Chasefu Ward,MW10740,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,134,3691.61744177341,27.5493838938315,1.133,3258.268
0.08179343770,0.00024610852,Chibanja Ward,MW10735,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,351,15869.8739917278,45.2133162157488,2.971,5341.593
0.14836620686,0.00060996670,Chichiri Ward,MW31544,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,873,4602.12194766104,5.27161735127267,7.232,636.355
0.21733145556,0.00166608899,Chigumula Ward,MW31555,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,2394,36850.7545646429,15.3929634772944,19.747,1866.144
0.08729038204,0.00027946183,Chikamveka North Ward,MW31435,,,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,400,14458.3790395707,36.1459475989267,3.320,4354.933
0.08726868017,0.00041197658,Chikamveka Ward,MW31434,,,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,595,3256.80982975941,5.4736299659822,4.894,665.470
0.12687844029,0.00071004790,Chikwawa Boma,MW31020,,,,Chikwawa,MW310,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,942,4472.55594530702,4.74793624767199,8.409,531.877
0.11272756073,0.00056446282,Chilomoni Ward,MW31540,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,814,68562.8732177708,84.2295739776054,6.693,10243.967
0.07523060985,0.00026954332,Chiputula Ward,MW10734,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,391,23335.7630449571,59.6822584270002,3.254,7171.408
0.06875530467,0.00030984723,Chiradzulu Boma,MW30420,,,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,443,1934.80215835571,4.36749922879393,3.675,526.477
0.08657857574,0.00026679380,Chirunga East Ward,MW31436,,Chilunga East Ward,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,382,18081.0741729736,47.3326549030723,3.169,5705.609
0.08413706663,0.00030427330,Chirunga Ward,MW31437,,,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,439,3051.22738820314,6.95040407335568,3.615,844.046
0.11300735299,0.00070119593,Chitipa Boma,MW10120,,,,Chitipa,MW101,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,1028,20844.8599523306,20.2771011209442,8.511,2449.167
0.20807930516,0.00159095751,Dedza Boma,MW20820,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,2291,25081.8917701188,10.9480103754338,18.985,1321.143
0.09945149222,0.00046645791,Dowa Boma,MW20420,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,671,4154.73112821579,6.19184966947212,5.584,744.042
0.03653266240,0.00007177407,Jombo Ward,MW10738,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,102,1039.20565775037,10.1882907622585,0.866,1200.007
0.07842697913,0.00032764526,Kaning'ina Ward,MW10743,Kaningina Ward,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,474,2881.59915113449,6.07932310365926,3.955,728.596
0.27481412090,0.00382788299,Karonga Town,MW10220,,,,Karonga,MW102,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,5422,60963.4284864366,11.2437160616814,46.428,1313.075
0.23444994660,0.00308875549,Kasungu Boma,MW20120,,Kasungu Township,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,4379,56791.3905946016,12.9690318781917,37.065,1532.211
2.45857065880,0.19528533005,Kasungu National Park,MW20115,,TA Mwase,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,277831,474.72460313394,0.001708681187967,2344.455,0.202
0.03971919709,0.00005960704,Katawa Ward,MW10741,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,86,3549.4996792078,41.2732520838116,0.720,4929.861
0.11700598410,0.00050691313,Katoto Ward,MW10737,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,728,19449.9512063265,26.7169659427562,6.118,3179.136
1.31267919559,0.04796677804,Lake Chilwa,MW30399,,,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,104,119.503365557641,1.14907082266962,569.944,0.210
0.41248653779,0.00601096074,Lake Chilwa,MW30904,,,,Phalombe,MW309,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,0,0,,71.377,0.000
0.90622100265,0.01046299963,Lake Chiuta,MW30299,,,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,19,25.2025889456272,1.32645204976985,124.518,0.202
0.75815021903,0.00446951922,Lake Malawi Natl. Park - Mangochi,MW30111,,Lake Malawi National Park,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,5866,1593.9236922595,0.271722416000597,53.409,29.844
0.08670190887,0.00013859336,Lake Malawi Natl. Park - Salima,MW20511,,Lake Malawi National Park-Salima,,Salima,MW205,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,0,0,,1.657,0.000
0.72068221964,0.02602479315,Lake Malombe,MW30199,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,547,4592.16992922872,8.39519182674355,310.209,14.803
2.19073275512,0.07845946017,Lengwe National Park,MW31008,,,,Chikwawa,MW310,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,112102,2116.49309806382,0.018880065458813,928.286,2.280
0.11952277984,0.00037489247,Likangala Central Ward,MW31443,,,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,536,24651.7588894367,45.9920874802924,4.453,5535.989
0.09265677905,0.00034743345,Likangala South Ward,MW31444,,,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,498,3366.79533806443,6.76063320896472,4.127,815.797
0.04575598797,0.00008702436,Likangala Ward,MW31438,,Likangal North Ward,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,127,13305.2162041664,104.76548192257,1.034,12867.714
0.18065174950,0.00113451775,Likhubula Ward,MW31539,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1636,64084.6935474724,39.1715730730271,13.453,4763.599
0.04469625724,0.00010809813,Likoma Boma,MW10620,,,,Likoma,MW106,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,51,992.185143470764,19.4546106562895,1.302,762.047
0.06987682533,0.00021182120,Limbe Central Ward,MW31549,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,311,3602.42483121157,11.5833595858893,2.511,1434.657
0.13089413182,0.00072218537,Limbe East Ward,MW31548,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1038,40565.1756972969,39.0801307295731,8.561,4738.369
0.09324721853,0.00042109170,Limbe West Ward,MW31550,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,608,14618.1067725718,24.0429387706773,4.992,2928.307
1.09487413556,0.03631157759,Liwonde National Park,MW30213,,,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,50584,12313.5909074572,0.243428572423241,432.317,28.483
0.27848778482,0.00303931841,Liwonde Town,MW30222,,Liwonde Township,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,4265,33892.1686155945,7.94658115254267,36.159,937.309
0.16737297401,0.00083277626,Luchenza Town,MW30721,,Luchenza Township,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1203,11443.0803764462,9.51212001367103,9.863,1160.203
0.20364966651,0.00207989003,Lupaso Ward,MW10732,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,2993,28163.9984387755,9.4099560436938,25.109,1121.669
0.06098137887,0.00018140358,Machinga Boma,MW30220,,,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,259,1113.56037150323,4.29946089383488,2.157,516.254
1.07571182570,0.05455628290,Majete Game Reserve - Chikwawa,MW31009,,,,Chikwawa,MW310,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,78452,315.883230816658,0.004026452235974,646.399,0.489
0.48748394680,0.00492103665,Majete Game Reserve - Neno,MW31305,,,,Neno,MW313,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,7078,475.886622586429,0.067234617488899,58.343,8.157
0.13142107943,0.00098386739,Mangochi Town,MW30120,,Mangochi Township,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1329,55157.4030606747,41.5029368402368,11.736,4699.847
0.24325917418,0.00213731097,Mapanga Ward,MW31533,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,3061,45888.5340958238,14.9913538372505,25.345,1810.556
0.07660019593,0.00023828675,Masasa Ward,MW10742,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,340,1896.08310222626,5.57671500654782,2.876,659.278
0.07511918704,0.00018704407,Masongola Ward,MW31433,,Masondola Ward,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,263,361.877271443605,1.37595920700991,2.222,162.861
0.10409400870,0.00028752432,Mbedza Ward,MW31431,,,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,412,3994.593357265,9.69561494481795,3.415,1169.720
0.11866489721,0.00068415760,Mchengautuwa Ward,MW10736,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,983,59231.681291163,60.2560338669003,8.258,7172.642
0.12823862288,0.00066549020,Mchinji Boma,MW20720,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,969,28231.0606378317,29.1342215044703,7.961,3546.170
0.21208859039,0.00168906096,Michiru Ward,MW31531,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,2429,73773.7719183117,30.3720757177076,20.032,3682.796
0.09992329581,0.00044355571,Misesa Ward,MW31554,,Misesa,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,640,40547.1269874573,63.354885917902,5.258,7711.511
0.22018577563,0.00111794695,Monkey Bay Urban,MW30121,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1521,11960.523053308,7.86359175102434,13.355,895.584
0.09714233709,0.00050452638,Msamba Ward,MW31556,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,721,8565.84143018723,11.8805012901348,5.980,1432.415
0.12870116934,0.00087057201,Msongwe Ward,MW10745,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,1259,5473.87837748043,4.34779855240702,10.507,520.974
0.10153156003,0.00037094438,Mtiya Ward,MW31432,,,,Zomba City,MW314,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,537,4778.73999641836,8.89895716279024,4.407,1084.352
0.17796531147,0.00105715634,Mulanje Boma,MW30820,,,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1523,12203.5561845638,8.01284056767156,12.520,974.725
1.12266616427,0.03987453360,Mulanje Mountain Reserve,MW30807,,,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,57391,4273.23802447872,0.074458330129789,472.433,9.045
0.03851981223,0.00006825209,Muzilawayingwe Ward,MW10739,,Mzilawayingwe ward,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,99,8506.64862298965,85.9257436665622,0.824,10323.603
0.82512716739,0.02916670907,Mwabvi Game Reserve,MW31110,,,,Nsanje,MW311,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,41644,9379.20938781821,0.22522354691716,344.230,27.247
0.16591640229,0.00114089480,Mwanza Boma,MW30620,,,,Mwanza,MW306,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1648,22163.6625926495,13.4488243887436,13.540,1636.903
0.19798217364,0.00140863142,Mzedi Ward,MW31545,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,2030,19111.3087629825,9.41443781427709,16.701,1144.321
0.11891936657,0.00089668487,Mzimba Boma,MW10520,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,1293,28193.593383193,21.8047899328639,10.806,2609.068
0.09811249799,0.00039044708,Namiyango Ward,MW31547,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,568,29767.2404878139,52.4071135348837,4.628,6431.988
0.10660078497,0.00053653886,Nancholi Ward,MW31553,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,774,28713.8038885593,37.0979378405159,6.360,4514.749
0.17004310592,0.00103669404,Ndirande North Ward,MW31535,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,1493,37248.6916517392,24.9488892509974,12.293,3030.073
0.11909398192,0.00065582142,Ndirande South Ward,MW31536,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,926,84588.5421527177,91.3483176595224,7.776,10878.156
0.14292942757,0.00039313145,Ndirande West Ward,MW31537,,,,Blantyre City,MW315,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,565,15433.7571363598,27.3163843121413,4.662,3310.544
0.04869047699,0.00011745352,Neno Boma,MW31320,,,,Neno,MW313,Southern,MW3,Malawi,MW,2018-09-03,2018-10-16,,175,2117.49145245552,12.0999511568887,1.395,1517.915
0.25020869109,0.00231866462,New Airport Site Ward,MW10746,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,3357,16442.8850426078,4.89808908031212,27.986,587.540
0.15725409394,0.00100162387,Nkhata Bay Boma,MW10320,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,1415,11540.2319874465,8.1556409805276,12.084,955.001
0.20119542542,0.00162111059,Nkhorongo Ward,MW10731,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-09-03,2018-10-16,,2333,2999.44723692536,1.28566105311846,19.572,153.252
0.14490400293,0.00108801665,Nkhotakota Boma,MW20220,,,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-09-03,2018-10-16,,1537,29045.4809035063,18.8975152267445,13.062,2223.663
