adm_id,name,country,level,adm2,adm1,city,adm_area,day_n1,date_n1,day_n2,date_n2,day_n5,date_n5,day_n10,date_n10,day_n25,date_n25,day_n50,date_n50,day_n100,date_n100,day_n250,date_n250,day_n1000,date_n1000
20207,TA Mwansambo,mw,3,Nkhotakota,Central,,242.24111503210017,39.0,2020-04-11,41.0,2020-04-13,45.0,2020-04-17,48.0,2020-04-20,52.0,2020-04-24,55.0,2020-04-27,58.0,2020-04-30,64.0,2020-05-06,72.0,2020-05-14
20208,Nkhotakota Game Reserve,mw,3,Nkhotakota,Central,,1799.4112387902178,42.0,2020-04-14,45.0,2020-04-17,49.0,2020-04-21,52.0,2020-04-24,57.0,2020-04-29,61.0,2020-05-03,65.0,2020-05-07,71.0,2020-05-13,84.0,2020-05-26
20220,Nkhotakota Boma,mw,3,Nkhotakota,Central,,12.459562711258636,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,38.0,2020-04-10,41.0,2020-04-13,44.0,2020-04-16,47.0,2020-04-19,51.0,2020-04-23,59.0,2020-05-01
20301,TA Kasakula,mw,3,Ntchisi,Central,,176.02528788617,42.0,2020-04-14,45.0,2020-04-17,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27,59.0,2020-05-01,62.0,2020-05-04,68.0,2020-05-10,78.0,2020-05-20
20302,TA Chikho,mw,3,Ntchisi,Central,,156.12766282414808,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,52.0,2020-04-24,55.0,2020-04-27,59.0,2020-05-01,66.0,2020-05-08
20303,TA Kalumo,mw,3,Ntchisi,Central,,287.94134768825126,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,49.0,2020-04-21,55.0,2020-04-27
20304,TA Nthondo,mw,3,Ntchisi,Central,,242.44696933939028,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,44.0,2020-04-16,47.0,2020-04-19,50.0,2020-04-22,53.0,2020-04-25,57.0,2020-04-29,65.0,2020-05-07
20305,TA Chilooko,mw,3,Ntchisi,Central,,527.1273776456591,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27,62.0,2020-05-04
20306,TA Vuso Jere,mw,3,Ntchisi,Central,,91.57679183004235,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,48.0,2020-04-20,51.0,2020-04-23,54.0,2020-04-26,58.0,2020-04-30,63.0,2020-05-05,72.0,2020-05-14
20307,TA Malenga,mw,3,Ntchisi,Central,,236.07335076685467,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26,61.0,2020-05-03
20320,Ntchisi Boma,mw,3,Ntchisi,Central,,4.489816100214273,41.0,2020-04-13,44.0,2020-04-16,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26,57.0,2020-04-29,61.0,2020-05-03,67.0,2020-05-09,80.0,2020-05-22
20401,TA Dzoole,mw,3,Dowa,Central,,360.7481506178941,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,49.0,2020-04-21
20402,TA Chakhaza,mw,3,Dowa,Central,,747.2152633255298,23.0,2020-03-26,25.0,2020-03-28,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,36.0,2020-04-08,38.0,2020-04-10,42.0,2020-04-14,47.0,2020-04-19
20403,TA Kayembe,mw,3,Dowa,Central,,452.07583134305213,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,53.0,2020-04-25
20404,TA Chiwere,mw,3,Dowa,Central,,524.8530788579385,29.0,2020-04-01,31.0,2020-04-03,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,50.0,2020-04-22
20405,TA Mkukula,mw,3,Dowa,Central,,399.6026615220588,23.0,2020-03-26,25.0,2020-03-28,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,45.0,2020-04-17
20406,TA Msakambewa,mw,3,Dowa,Central,,434.1771553162728,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,51.0,2020-04-23
20407,TA Mponela,mw,3,Dowa,Central,,166.43013799561007,26.0,2020-03-29,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,45.0,2020-04-17,50.0,2020-04-22
20420,Dowa Boma,mw,3,Dowa,Central,,5.170588277427226,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,60.0,2020-05-02,70.0,2020-05-12
20421,Mponela Urban,mw,3,Dowa,Central,,10.349676230751852,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,47.0,2020-04-19,53.0,2020-04-25
20501,TA Maganga,mw,3,Salima,Central,,187.8240849875476,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,53.0,2020-04-25
20502,TA Karonga,mw,3,Salima,Central,,449.8382310059217,29.0,2020-04-01,31.0,2020-04-03,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,51.0,2020-04-23
20503,TA Pemba,mw,3,Salima,Central,,94.33159028740333,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,48.0,2020-04-20,50.0,2020-04-22,54.0,2020-04-26,60.0,2020-05-02
20504,TA Kambwiri,mw,3,Salima,Central,,262.3753913678981,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,49.0,2020-04-21,54.0,2020-04-26
20505,TA Ndindi,mw,3,Salima,Central,,202.02272081457062,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,55.0,2020-04-27,61.0,2020-05-03
20506,TA Kambalame,mw,3,Salima,Central,,58.63604639099173,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,59.0,2020-05-01,65.0,2020-05-07
20507,TA Khombedza,mw,3,Salima,Central,,494.62334404515093,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,49.0,2020-04-21,55.0,2020-04-27
20508,TA Mwanza,mw,3,Salima,Central,,172.03161378464011,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,51.0,2020-04-23,58.0,2020-04-30
20509,TA Kuluunda,mw,3,Salima,Central,,182.7980854734541,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,49.0,2020-04-21,51.0,2020-04-23,55.0,2020-04-27,61.0,2020-05-03
20510,TA Msosa,mw,3,Salima,Central,,28.184724234836885,40.0,2020-04-12,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,54.0,2020-04-26,57.0,2020-04-29,62.0,2020-05-04,70.0,2020-05-12
20511,Lake Malawi National Park,mw,3,Salima,Central,,1.6651870233946,,,,,,,,,,,,,,,,,,
20520,Salima Town,mw,3,Salima,Central,,17.75530265884433,29.0,2020-04-01,31.0,2020-04-03,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,51.0,2020-04-23
20521,Chipoka Urban,mw,3,Salima,Central,,11.30012397123876,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,59.0,2020-05-01,63.0,2020-05-05,71.0,2020-05-13
20601,TA Chadza,mw,3,Lilongwe,Central,,371.507261229545,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,45.0,2020-04-17
20602,TA Kalolo,mw,3,Lilongwe,Central,,610.4720321914324,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,48.0,2020-04-20
20603,TA Masula,mw,3,Lilongwe,Central,,822.1669441674447,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,53.0,2020-04-25
20604,TA Masumbankhunda,mw,3,Lilongwe,Central,,448.0890222458472,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,51.0,2020-04-23
20605,TA Chiseka,mw,3,Lilongwe,Central,,300.7215370166084,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,40.0,2020-04-12,43.0,2020-04-15,47.0,2020-04-19
20606,TA Mazengera,mw,3,Lilongwe,Central,,353.9935336430178,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,48.0,2020-04-20
20607,STA Chitekwele,mw,3,Lilongwe,Central,,375.8008145009553,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,56.0,2020-04-28
20608,TA Khongoni,mw,3,Lilongwe,Central,,574.7758400208694,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,50.0,2020-04-22,55.0,2020-04-27
20609,TA Chimutu,mw,3,Lilongwe,Central,,400.12336320265314,24.0,2020-03-27,26.0,2020-03-29,29.0,2020-04-01,31.0,2020-04-03,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,44.0,2020-04-16
20610,TA Chitukula,mw,3,Lilongwe,Central,,86.89854353743692,26.0,2020-03-29,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,49.0,2020-04-21
20611,TA Mtema,mw,3,Lilongwe,Central,,189.45468111564546,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,45.0,2020-04-17
20612,TA Kalumbu,mw,3,Lilongwe,Central,,195.9009940179257,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,48.0,2020-04-20
20613,TA Tsabango,mw,3,Lilongwe,Central,,71.26566484414647,24.0,2020-03-27,26.0,2020-03-29,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,43.0,2020-04-15
20614,TA Kalumba,mw,3,Lilongwe,Central,,51.09688434023208,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,45.0,2020-04-17
20615,TA Njewa,mw,3,Lilongwe,Central,,110.977963740319,24.0,2020-03-27,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,43.0,2020-04-15
20616,TA Malili,mw,3,Lilongwe,Central,,335.7385655103586,24.0,2020-03-27,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,43.0,2020-04-15
20617,TA Kabudula,mw,3,Lilongwe,Central,,526.53918374316,29.0,2020-04-01,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,49.0,2020-04-21
20618,STA Mbang'ombe,mw,3,Lilongwe,Central,,29.905162644527508,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,51.0,2020-04-23,57.0,2020-04-29
20701,TA Mlonyeni,mw,3,Mchinji,Central,,266.90878445426495,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,52.0,2020-04-24,59.0,2020-05-01
20702,TA Mavwere,mw,3,Mchinji,Central,,468.516146737895,32.0,2020-04-04,33.0,2020-04-05,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,53.0,2020-04-25
20703,TA Zulu,mw,3,Mchinji,Central,,245.57287045776286,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,54.0,2020-04-26
20704,TA Simphasi,mw,3,Mchinji,Central,,224.67041860390708,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27,62.0,2020-05-04
20705,TA Mduwa,mw,3,Mchinji,Central,,325.4361626051592,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,57.0,2020-04-29,64.0,2020-05-06
20706,STA Nyoka,mw,3,Mchinji,Central,,254.6304951189654,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,52.0,2020-04-24,59.0,2020-05-01
20707,TA Mkanda,mw,3,Mchinji,Central,,477.9561016216772,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,52.0,2020-04-24,55.0,2020-04-27,58.0,2020-04-30,64.0,2020-05-06,74.0,2020-05-16
20708,STA Gumba,mw,3,Mchinji,Central,,170.94738579921543,46.0,2020-04-18,48.0,2020-04-20,52.0,2020-04-24,54.0,2020-04-26,59.0,2020-05-01,62.0,2020-05-04,66.0,2020-05-08,72.0,2020-05-14,85.0,2020-05-27
20709,STA Pitala,mw,3,Mchinji,Central,,25.64915573823387,53.0,2020-04-25,56.0,2020-04-28,61.0,2020-05-03,64.0,2020-05-06,71.0,2020-05-13,77.0,2020-05-19,83.0,2020-05-25,96.0,2020-06-07,,
20710,STA Kapunula,mw,3,Mchinji,Central,,126.569762641184,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,62.0,2020-05-04,75.0,2020-05-17
20711,TA Kazyozyo,mw,3,Mchinji,Central,,134.61869275551197,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,60.0,2020-05-02,65.0,2020-05-07,70.0,2020-05-12,76.0,2020-05-18,86.0,2020-05-28,119.0,2020-06-30
20712,TA Dambe,mw,3,Mchinji,Central,,388.15437934280493,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,61.0,2020-05-03,69.0,2020-05-11
20713,TA Kapondo,mw,3,Mchinji,Central,,43.78123221302375,46.0,2020-04-18,48.0,2020-04-20,52.0,2020-04-24,55.0,2020-04-27,59.0,2020-05-01,63.0,2020-05-05,67.0,2020-05-09,74.0,2020-05-16,88.0,2020-05-30
20720,Mchinji Boma,mw,3,Mchinji,Central,,10.143630760652682,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,52.0,2020-04-24,59.0,2020-05-01
20801,TA Kachere,mw,3,Dedza,Central,,876.89801279854,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,51.0,2020-04-23
20802,TA Chilikumwendo,mw,3,Dedza,Central,,237.22422178725773,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,56.0,2020-04-28
20803,TA Kaphuka,mw,3,Dedza,Central,,620.7754662633856,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,47.0,2020-04-19
20804,TA Tambala,mw,3,Dedza,Central,,479.6210468440978,37.0,2020-04-09,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,54.0,2020-04-26,60.0,2020-05-02
20805,TA Chauma,mw,3,Dedza,Central,,69.92108431442557,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,60.0,2020-05-02
20806,TA Kasumbu,mw,3,Dedza,Central,,587.7523104376011,29.0,2020-04-01,31.0,2020-04-03,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,49.0,2020-04-21
20807,TA Kachindamoto,mw,3,Dedza,Central,,693.0843250847101,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,54.0,2020-04-26
20808,TA Kamenya Gwaza,mw,3,Dedza,Central,,192.04891948556778,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,52.0,2020-04-24
20820,Dedza Boma,mw,3,Dedza,Central,,20.15387609711645,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,48.0,2020-04-20
20901,TA Phambala,mw,3,Ntcheu,Central,,362.1145144985678,36.0,2020-04-08,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,56.0,2020-04-28
20902,STA Tsikulamowa,mw,3,Ntcheu,Central,,331.9664961107542,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,50.0,2020-04-22
20903,TA Mpando,mw,3,Ntcheu,Central,,420.8595952614857,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,50.0,2020-04-22
20904,TA Kwataine,mw,3,Ntcheu,Central,,194.5885743400747,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,50.0,2020-04-22
20905,TA Makwangwala,mw,3,Ntcheu,Central,,380.07301302574615,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,48.0,2020-04-20
20906,STA Mkutumula,mw,3,Ntcheu,Central,,124.25463527230781,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27
20907,TA Champiti,mw,3,Ntcheu,Central,,86.76860361943814,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,54.0,2020-04-26
20908,TA Njolomole,mw,3,Ntcheu,Central,,249.8961821553018,27.0,2020-03-30,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,47.0,2020-04-19
20909,TA Chakhumbira,mw,3,Ntcheu,Central,,110.1438241568235,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,50.0,2020-04-22
20910,TA Goodson Ganya,mw,3,Ntcheu,Central,,737.9504073453094,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,54.0,2020-04-26
20911,TA Masasa,mw,3,Ntcheu,Central,,257.2896646020003,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,52.0,2020-04-24
20920,Ntcheu Boma,mw,3,Ntcheu,Central,,9.355639474698613,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,52.0,2020-04-24
21031,Area 1,mw,3,Lilongwe City,Central,Lilongwe City,1.455963792432224,23.0,2020-03-26,25.0,2020-03-28,27.0,2020-03-30,29.0,2020-04-01,32.0,2020-04-04,33.0,2020-04-05,35.0,2020-04-07,38.0,2020-04-10,42.0,2020-04-14
21032,Area 2,mw,3,Lilongwe City,Central,Lilongwe City,1.784256165343153,20.0,2020-03-23,21.0,2020-03-24,24.0,2020-03-27,26.0,2020-03-29,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,39.0,2020-04-11
21033,Area 3,mw,3,Lilongwe City,Central,Lilongwe City,6.186387597481935,21.0,2020-03-24,23.0,2020-03-26,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,31.0,2020-04-03,33.0,2020-04-05,36.0,2020-04-08,41.0,2020-04-13
21034,Area 4,mw,3,Lilongwe City,Central,Lilongwe City,1.084017675110366,22.0,2020-03-25,24.0,2020-03-27,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,39.0,2020-04-11,,
21035,Area 5,mw,3,Lilongwe City,Central,Lilongwe City,1.261166074455606,23.0,2020-03-26,25.0,2020-03-28,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,43.0,2020-04-15
21036,Area 6,mw,3,Lilongwe City,Central,Lilongwe City,1.540459668275535,23.0,2020-03-26,25.0,2020-03-28,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,43.0,2020-04-15
21037,Area 7,mw,3,Lilongwe City,Central,Lilongwe City,2.861179293744124,22.0,2020-03-25,24.0,2020-03-27,27.0,2020-03-30,28.0,2020-03-31,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,41.0,2020-04-13
21038,Area 8,mw,3,Lilongwe City,Central,Lilongwe City,2.350992884112134,22.0,2020-03-25,24.0,2020-03-27,26.0,2020-03-29,28.0,2020-03-31,31.0,2020-04-03,32.0,2020-04-04,34.0,2020-04-06,37.0,2020-04-09,41.0,2020-04-13
21039,Area 9,mw,3,Lilongwe City,Central,Lilongwe City,2.78583323949653,24.0,2020-03-27,26.0,2020-03-29,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,44.0,2020-04-16
21040,Area 10,mw,3,Lilongwe City,Central,Lilongwe City,3.894646595841039,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,45.0,2020-04-17
21041,Area 11,mw,3,Lilongwe City,Central,Lilongwe City,0.530941305844355,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,52.0,2020-04-24
21042,Area 12,mw,3,Lilongwe City,Central,Lilongwe City,2.538103672925744,27.0,2020-03-30,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,47.0,2020-04-19
21043,Area 13,mw,3,Lilongwe City,Central,Lilongwe City,0.998970002212416,27.0,2020-03-30,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,47.0,2020-04-19
21044,Area 14,mw,3,Lilongwe City,Central,Lilongwe City,1.962967575028013,26.0,2020-03-29,28.0,2020-03-31,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,46.0,2020-04-18
21045,Area 15,mw,3,Lilongwe City,Central,Lilongwe City,0.923463834816204,27.0,2020-03-30,29.0,2020-04-01,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,49.0,2020-04-21
21046,Area 16,mw,3,Lilongwe City,Central,Lilongwe City,0.261375920844809,25.0,2020-03-28,27.0,2020-03-30,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,72.0,2020-05-14
21047,Area 17,mw,3,Lilongwe City,Central,Lilongwe City,1.267848414137214,28.0,2020-03-31,30.0,2020-04-02,33.0,2020-04-05,34.0,2020-04-06,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,48.0,2020-04-20
21048,Area 18,mw,3,Lilongwe City,Central,Lilongwe City,2.63855707452268,23.0,2020-03-26,25.0,2020-03-28,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,43.0,2020-04-15
