adm_id,name,country,level,adm2,adm1,city,adm_area,day_n1,date_n1,day_n2,date_n2,day_n5,date_n5,day_n10,date_n10,day_n25,date_n25,day_n50,date_n50,day_n100,date_n100,day_n250,date_n250,day_n1000,date_n1000
30506,TA Kuntaja,mw,3,Blantyre,Southern,,343.1102621554381,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,41.0,2020-04-13,44.0,2020-04-16,47.0,2020-04-19
30507,TA Machinjiri,mw,3,Blantyre,Southern,,67.34471571338449,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,48.0,2020-04-20
30508,TA Somba,mw,3,Blantyre,Southern,,255.70260662242615,32.0,2020-04-04,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20
30601,TA Kanduku,mw,3,Mwanza,Southern,,394.2992233840218,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27
30602,TA Nthache,mw,3,Mwanza,Southern,,204.40562316095685,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,56.0,2020-04-28
30603,STA Govati,mw,3,Mwanza,Southern,,88.72066645617545,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,58.0,2020-04-30,60.0,2020-05-02,64.0,2020-05-06,72.0,2020-05-14
30604,Majete Game Reserve - Mwanza,mw,3,Mwanza,Southern,,59.561345803993945,53.0,2020-04-25,55.0,2020-04-27,58.0,2020-04-30,61.0,2020-05-03,65.0,2020-05-07,68.0,2020-05-10,74.0,2020-05-16,,,,
30620,Mwanza Boma,mw,3,Mwanza,Southern,,12.50091964543839,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,57.0,2020-04-29
30701,TA Nsabwe,mw,3,Thyolo,Southern,,117.38947418991383,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,54.0,2020-04-26,57.0,2020-04-29,62.0,2020-05-04
30702,STA Thukuta,mw,3,Thyolo,Southern,,62.91173191389206,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,58.0,2020-04-30,61.0,2020-05-03,67.0,2020-05-09
30703,STA Mbawela,mw,3,Thyolo,Southern,,131.94113807296824,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,45.0,2020-04-17,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,54.0,2020-04-26,59.0,2020-05-01
30704,TA Changata,mw,3,Thyolo,Southern,,122.29222852179265,39.0,2020-04-11,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,57.0,2020-04-29
30705,TA Mphuka,mw,3,Thyolo,Southern,,155.8744015910328,36.0,2020-04-08,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,53.0,2020-04-25
30706,TA Kwethemule,mw,3,Thyolo,Southern,,149.80393980546216,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,56.0,2020-04-28
30707,TA Kapichi,mw,3,Thyolo,Southern,,134.29013157347111,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,57.0,2020-04-29
30708,TA Nchilamwela,mw,3,Thyolo,Southern,,181.87030925342168,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,40.0,2020-04-12,43.0,2020-04-15,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,52.0,2020-04-24
30709,TA Chimaliro,mw,3,Thyolo,Southern,,95.49793509828127,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
30710,TA Bvumbwe,mw,3,Thyolo,Southern,,208.4676798811742,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,38.0,2020-04-10,41.0,2020-04-13,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,50.0,2020-04-22
30711,TA Thomas,mw,3,Thyolo,Southern,,112.66179546047344,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,53.0,2020-04-25
30712,TA Nanseta,mw,3,Thyolo,Southern,,53.470596856549406,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,42.0,2020-04-14,45.0,2020-04-17,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27
30713,TA Ngolongoliwa,mw,3,Thyolo,Southern,,78.15299293046633,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27
30714,STA Boyidi,mw,3,Thyolo,Southern,,52.601770280685145,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,54.0,2020-04-26
30720,Thyolo Boma,mw,3,Thyolo,Southern,,3.730577722556383,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,53.0,2020-04-25,58.0,2020-04-30
30721,Luchenza Town,mw,3,Thyolo,Southern,,10.216229471549639,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,53.0,2020-04-25,56.0,2020-04-28,61.0,2020-05-03
30801,TA Mabuka,mw,3,Mulanje,Southern,,209.41209861567464,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,46.0,2020-04-18,49.0,2020-04-21,53.0,2020-04-25
30802,TA Laston Njema,mw,3,Mulanje,Southern,,141.0995330419583,38.0,2020-04-10,39.0,2020-04-11,42.0,2020-04-14,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,56.0,2020-04-28
30803,TA Chikumbu,mw,3,Mulanje,Southern,,147.74710057615525,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,46.0,2020-04-18,49.0,2020-04-21,53.0,2020-04-25
30804,TA Nthiramanja,mw,3,Mulanje,Southern,,110.0747291512836,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,54.0,2020-04-26
30805,TA Nkanda,mw,3,Mulanje,Southern,,367.60138469615833,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,40.0,2020-04-12,43.0,2020-04-15,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,52.0,2020-04-24
30806,TA Juma,mw,3,Mulanje,Southern,,336.3299550659967,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,46.0,2020-04-18,49.0,2020-04-21,53.0,2020-04-25
30807,STA Sunganinzeru,mw,3,Mulanje,Southern,,136.563723165371,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,55.0,2020-04-27
30808,STA Tombondiya,mw,3,Mulanje,Southern,,76.77342361792475,46.0,2020-04-18,47.0,2020-04-19,50.0,2020-04-22,51.0,2020-04-23,54.0,2020-04-26,56.0,2020-04-28,58.0,2020-04-30,61.0,2020-05-03,66.0,2020-05-08
30809,Mulanje Mountain Reserve,mw,3,Mulanje,Southern,,469.32700413513874,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,57.0,2020-04-29,60.0,2020-05-02,65.0,2020-05-07
30820,Mulanje Boma,mw,3,Mulanje,Southern,,13.680108222502628,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,57.0,2020-04-29
30901,TA Mkhumba,mw,3,Phalombe,Southern,,308.0452953406755,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,56.0,2020-04-28
30902,TA Nazombe,mw,3,Phalombe,Southern,,189.08022346959862,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,54.0,2020-04-26,57.0,2020-04-29,60.0,2020-05-02,67.0,2020-05-09
30903,TA Chiwalo,mw,3,Phalombe,Southern,,208.56596292296967,44.0,2020-04-16,45.0,2020-04-17,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,57.0,2020-04-29,60.0,2020-05-02,66.0,2020-05-08
30904,TA Nkhulambe,mw,3,Phalombe,Southern,,87.03348590990889,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,57.0,2020-04-29,60.0,2020-05-02,63.0,2020-05-05,67.0,2020-05-09,74.0,2020-05-16
30905,TA Jenala,mw,3,Phalombe,Southern,,311.325033031076,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,59.0,2020-05-01
30906,TA Kaduya,mw,3,Phalombe,Southern,,217.28942856273406,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,58.0,2020-04-30
30920,Phalombe Boma,mw,3,Phalombe,Southern,,3.437565001638513,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,53.0,2020-04-25,55.0,2020-04-27,58.0,2020-04-30,63.0,2020-05-05
31001,TA Ngabu,mw,3,Chikwawa,Southern,,874.3951796749258,36.0,2020-04-08,37.0,2020-04-09,40.0,2020-04-12,41.0,2020-04-13,44.0,2020-04-16,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31002,TA Lundu,mw,3,Chikwawa,Southern,,200.6003037255402,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,53.0,2020-04-25
31003,TA Chapananga,mw,3,Chikwawa,Southern,,708.3365020746133,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,49.0,2020-04-21,51.0,2020-04-23,53.0,2020-04-25,56.0,2020-04-28,61.0,2020-05-03
31004,TA Maseya,mw,3,Chikwawa,Southern,,140.91497269296664,38.0,2020-04-10,39.0,2020-04-11,42.0,2020-04-14,43.0,2020-04-15,46.0,2020-04-18,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,56.0,2020-04-28
31005,TA Katunga,mw,3,Chikwawa,Southern,,151.71413613089575,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,55.0,2020-04-27
31006,TA Kasisi,mw,3,Chikwawa,Southern,,338.66059901728926,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,56.0,2020-04-28
31007,TA Makhwira,mw,3,Chikwawa,Southern,,470.68596486905074,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,57.0,2020-04-29
31008,STA Ndakwela,mw,3,Chikwawa,Southern,,132.01582382481973,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,53.0,2020-04-25,56.0,2020-04-28,61.0,2020-05-03
31009,TA Mlilima,mw,3,Chikwawa,Southern,,76.45563556830493,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,53.0,2020-04-25,57.0,2020-04-29,62.0,2020-05-04
31010,STA Masache,mw,3,Chikwawa,Southern,,150.85728544683388,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,53.0,2020-04-25,55.0,2020-04-27,59.0,2020-05-01,64.0,2020-05-06
31011,TA Ngowe,mw,3,Chikwawa,Southern,,67.1248907095933,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,55.0,2020-04-27,57.0,2020-04-29,61.0,2020-05-03,67.0,2020-05-09
31012,Lengwe National Park,mw,3,Chikwawa,Southern,,922.9957500889046,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,54.0,2020-04-26,57.0,2020-04-29,59.0,2020-05-01,62.0,2020-05-04,65.0,2020-05-07,73.0,2020-05-15
31013,Majete Game Reserve - Chikwawa,mw,3,Chikwawa,Southern,,649.2754157287186,49.0,2020-04-21,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,59.0,2020-05-01,62.0,2020-05-04,65.0,2020-05-07,69.0,2020-05-11,,
31020,Chikwawa Boma,mw,3,Chikwawa,Southern,,8.070717406320771,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,60.0,2020-05-02
31021,Ngabu Urban,mw,3,Chikwawa,Southern,,7.599034097361409,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,48.0,2020-04-20,51.0,2020-04-23,53.0,2020-04-25,55.0,2020-04-27,58.0,2020-04-30,64.0,2020-05-06
31101,TA Ndamera,mw,3,Nsanje,Southern,,193.60383825559364,44.0,2020-04-16,46.0,2020-04-18,50.0,2020-04-22,53.0,2020-04-25,56.0,2020-04-28,59.0,2020-05-01,62.0,2020-05-04,67.0,2020-05-09,75.0,2020-05-17
31102,TA Chimombo,mw,3,Nsanje,Southern,,32.366385078863544,53.0,2020-04-25,55.0,2020-04-27,58.0,2020-04-30,61.0,2020-05-03,64.0,2020-05-06,68.0,2020-05-10,71.0,2020-05-13,77.0,2020-05-19,92.0,2020-06-03
31103,TA Nyachikadza,mw,3,Nsanje,Southern,,82.15454961135907,52.0,2020-04-24,55.0,2020-04-27,59.0,2020-05-01,62.0,2020-05-04,66.0,2020-05-08,70.0,2020-05-12,75.0,2020-05-17,83.0,2020-05-25,107.0,2020-06-18
31104,TA Mlolo,mw,3,Nsanje,Southern,,345.87610199472897,40.0,2020-04-12,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,59.0,2020-05-01
31105,TA Tengani,mw,3,Nsanje,Southern,,348.97802828922886,41.0,2020-04-13,42.0,2020-04-14,45.0,2020-04-17,46.0,2020-04-18,49.0,2020-04-21,51.0,2020-04-23,53.0,2020-04-25,57.0,2020-04-29,63.0,2020-05-05
31106,TA Malemia,mw,3,Nsanje,Southern,,141.79909874189423,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,54.0,2020-04-26,56.0,2020-04-28,60.0,2020-05-02,67.0,2020-05-09
31107,TA Mbenje,mw,3,Nsanje,Southern,,312.6173545480525,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,54.0,2020-04-26,59.0,2020-05-01
31108,TA Ngabu,mw,3,Nsanje,Southern,,61.30610290851335,48.0,2020-04-20,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,58.0,2020-04-30,61.0,2020-05-03,64.0,2020-05-06,69.0,2020-05-11,77.0,2020-05-19
31109,TA Makoko,mw,3,Nsanje,Southern,,66.15015040865285,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,54.0,2020-04-26,57.0,2020-04-29,60.0,2020-05-02,63.0,2020-05-05,67.0,2020-05-09,75.0,2020-05-17
31110,Mwabvi Game Reserve,mw,3,Nsanje,Southern,,350.64961169722056,46.0,2020-04-18,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,58.0,2020-04-30,60.0,2020-05-02,65.0,2020-05-07,72.0,2020-05-14
31120,Nsanje Boma,mw,3,Nsanje,Southern,,15.457403797067226,42.0,2020-04-14,43.0,2020-04-15,46.0,2020-04-18,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,58.0,2020-04-30,66.0,2020-05-08
31201,TA Msamala,mw,3,Balaka,Southern,,386.5691492160895,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,49.0,2020-04-21
31202,TA Kalembo,mw,3,Balaka,Southern,,312.7121302789763,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,57.0,2020-04-29
31203,STA Kachenga,mw,3,Balaka,Southern,,220.4732901217406,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,56.0,2020-04-28
31204,TA Amidu,mw,3,Balaka,Southern,,208.38859369122045,35.0,2020-04-07,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,51.0,2020-04-23,55.0,2020-04-27
31205,TA Nkaya,mw,3,Balaka,Southern,,338.0501782195387,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31206,STA Phalula,mw,3,Balaka,Southern,,227.03180783159246,32.0,2020-04-04,33.0,2020-04-05,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,51.0,2020-04-23
31207,TA Chanthunya,mw,3,Balaka,Southern,,231.26578140238303,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19,52.0,2020-04-24
31208,TA Sawali,mw,3,Balaka,Southern,,97.30046022533267,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,58.0,2020-04-30
31209,STA Matola,mw,3,Balaka,Southern,,72.64088953402627,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31210,STA Toleza,mw,3,Balaka,Southern,,36.08864644066973,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,55.0,2020-04-27,57.0,2020-04-29,60.0,2020-05-02,67.0,2020-05-09
31220,Balaka Town,mw,3,Balaka,Southern,,12.286749800833656,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,39.0,2020-04-11,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,49.0,2020-04-21
31221,Liwonde Town,mw,3,Balaka,Southern,,6.390699296557124,36.0,2020-04-08,38.0,2020-04-10,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,52.0,2020-04-24,57.0,2020-04-29
31301,TA Dambe,mw,3,Neno,Southern,,279.7911301337013,37.0,2020-04-09,39.0,2020-04-11,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,53.0,2020-04-25,57.0,2020-04-29
31302,TA Mlauli,mw,3,Neno,Southern,,565.5334064325201,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31303,TA Symon Likongwe,mw,3,Neno,Southern,,415.6734219314859,30.0,2020-04-02,32.0,2020-04-04,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,50.0,2020-04-22
31304,TA Chekucheku,mw,3,Neno,Southern,,304.97286513455737,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,51.0,2020-04-23,56.0,2020-04-28
31320,Neno Boma,mw,3,Neno,Southern,,2.464695203264945,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,52.0,2020-04-24,54.0,2020-04-26,57.0,2020-04-29,63.0,2020-05-05
31431,Mpira Ward,mw,3,Zomba City,Southern,Zomba City,8.085951496509406,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31432,Mbedza Ward,mw,3,Zomba City,Southern,Zomba City,4.52701507778001,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31433,Chinamwali Ward,mw,3,Zomba City,Southern,Zomba City,1.87076564623005,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31434,Chirunga Ward,mw,3,Zomba City,Southern,Zomba City,6.921979762890248,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,44.0,2020-04-16,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31435,Mtiya Ward,mw,3,Zomba City,Southern,Zomba City,4.026085010156775,36.0,2020-04-08,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,56.0,2020-04-28
31436,Masongola Ward,mw,3,Zomba City,Southern,Zomba City,8.77473901626873,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,51.0,2020-04-23
31437,Zomba Central Ward,mw,3,Zomba City,Southern,Zomba City,2.007054178535591,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,48.0,2020-04-20,51.0,2020-04-23
31438,Likangala Ward,mw,3,Zomba City,Southern,Zomba City,1.186858041759278,36.0,2020-04-08,37.0,2020-04-09,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,46.0,2020-04-18,48.0,2020-04-20,50.0,2020-04-22,54.0,2020-04-26
31439,Chambo Ward,mw,3,Zomba City,Southern,Zomba City,1.705153978179237,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,50.0,2020-04-22,54.0,2020-04-26
31440,Sadzi Ward,mw,3,Zomba City,Southern,Zomba City,2.815763539559919,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,45.0,2020-04-17,47.0,2020-04-19,49.0,2020-04-21,53.0,2020-04-25
31531,Michiru Ward,mw,3,Blantyre City,Southern,Blantyre City,16.72261034808059,27.0,2020-03-30,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,38.0,2020-04-10,41.0,2020-04-13,44.0,2020-04-16
31532,South Lunzu Ward,mw,3,Blantyre City,Southern,Blantyre City,22.573349168932985,28.0,2020-03-31,30.0,2020-04-02,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,46.0,2020-04-18
31533,Mapanga Ward,mw,3,Blantyre City,Southern,Blantyre City,33.086469470027794,31.0,2020-04-03,32.0,2020-04-04,34.0,2020-04-06,36.0,2020-04-08,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,47.0,2020-04-19
31534,Nkolokoti Ward,mw,3,Blantyre City,Southern,Blantyre City,15.740336618581987,29.0,2020-04-01,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,38.0,2020-04-10,40.0,2020-04-12,42.0,2020-04-14,46.0,2020-04-18
31535,Ndirande Matope Ward,mw,3,Blantyre City,Southern,Blantyre City,6.115504732092081,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,36.0,2020-04-08,39.0,2020-04-11,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,48.0,2020-04-20
31536,Ndirande Makata Ward,mw,3,Blantyre City,Southern,Blantyre City,3.025721322075476,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,40.0,2020-04-12,42.0,2020-04-14,44.0,2020-04-16,48.0,2020-04-20
31537,Ndirande Gamulani Ward,mw,3,Blantyre City,Southern,Blantyre City,4.295914118222988,31.0,2020-04-03,33.0,2020-04-05,35.0,2020-04-07,37.0,2020-04-09,39.0,2020-04-11,41.0,2020-04-13,42.0,2020-04-14,45.0,2020-04-17,48.0,2020-04-20
31538,Nyambadwe Ward,mw,3,Blantyre City,Southern,Blantyre City,6.574923054622251,30.0,2020-04-02,31.0,2020-04-03,34.0,2020-04-06,35.0,2020-04-07,38.0,2020-04-10,39.0,2020-04-11,41.0,2020-04-13,43.0,2020-04-15,47.0,2020-04-19
